Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Kreis	Land	BL	Kanton
de.wiki_in_Hessen	Gernsheim	Georg-Schäfer-Platz	Telefonzelle	Vor der Stadthalle, betreut durch das Kulturbüro der Stadtverwaltung Gernsheim	2017								
de.wiki_in_Hessen	Gießen	Philosophikum II vor dem Audimax[10]	Glasschrank	Justus-Liebig-Universität Gießen	2019								
de.wiki_in_Hessen	Gießen	Plockstraße, am Gebäude der Volksbank[11]	Bücherregal	betreut unter anderem durch die Stadtbibliothek Gießen, das Literarische Zentrum Gießen und den Round Table 94 Gießen	2017								
de.wiki_in_Hessen	Greifenstein-Beilstein	Herborner Straße 36	Bücherregal	Im Vorraum der örtlichen Sparkasse	2015								
de.wiki_in_Hessen	Greifenstein-Nenderoth		Bücherregal	„Nizza-Bücherei“, witterungsgeschützt, Vorraum Backhaus									
de.wiki_in_Hessen	Hanau	Ecke Bruchköbeler Landstraße / Krebsbachweg	Deutsche Telefonzelle	Ausgebaut durch die Eugen-Kaiser-Schule Hanau; zerstört 2016 vermutlich durch Brandstiftung[16][17] Im September 2019 wieder aufgestellt.	2015	50.14538	8.90918						
de.wiki_in_Hessen	Hanau	Ecke Frankfurter Landstraße / Gustav-Hoch-Straße	Englische Telefonzelle	Initiiert vom Zonta-Club Hanau, ausgebaut durch die Eugen-Kaiser-Schule Hanau[14][15]	2013	50.14003	8.90267						
de.wiki_in_Hessen	Hanau	Ecke Gärtnerstraße / Karl-Röttelberg-Straße	Schrank aus Edelstahl mit Sicherheitsglas	Entstanden aus privater Initiative; gebaut von der Hanauer Schlosserei Matulka GmbH[12][13]	2012	50.1302	8.9172						
de.wiki_in_Hessen	Hanau-Steinheim		Telefonzelle	<U+2299>Kardinal-Volk-Platz, neben der Bushaltestelle		50.10639	8.91418						
de.wiki_in_Hessen	Hasselroth-Gondsroth	Vor der Grundschule, Schulstraße 14	Bücherschrank	78093371200<U+2660>  2018									
de.wiki_in_Hessen	Hasselroth-Neuenhaßlau	Am Busbahnhof, Jahnstraße 1	Bücherschrank	78093371200<U+2660>  2018									
de.wiki_in_Hessen	Hasselroth-Niedermittlau	Dorfgemeinschaftshaus, Alte Dorfstraße 66	Bücherschrank	78093371200<U+2660>  2018									
de.wiki_in_Hessen	Hasselroth-Niedermittlau	Vor dem Kindergarten, Am Bahnhof 5	Bücherschrank	78093371200<U+2660>  2018									
de.wiki_in_Hessen	Heppenheim	Ecke Graben / Kellereigasse[18]	Holzschrank			49.641219	8.643437						
de.wiki_in_Hessen	Herborn	Obertorkreisel, Hauptstraße (bei Nr. 1)	3-facher Metallschrank, außen beleuchtet	Projekt der Lehrwerkstatt der Fa. Rittal.[20] Betreut durch Stadträtin Sigrid Winkler, gepflegt durch das Haus des Lebens[21] mit Einbindung der Lebenshilfe Dillenburg[22]. Inhaltspflege durch ehrenamtliche Herborner. Auch fremdsprachige Auswahl. Geöffnet: 24/7 mit Ausnahme Sommerfest und Silvester.	Mai 2018[19]	50.684602	8.302909						
de.wiki_in_Hessen	Höchst im Odenwald	Standort Bahnhof Höchst/Odenwald[23][24]	Holzschrank	Eingerichtet durch die Interessengemeinschaft Güterhalle	20. Mär. 2011								
de.wiki_in_Hessen	Hofgeismar	Entsorgungszentrum Kirschenplantage Hofgeismar (EZK), Kirschenplantage 1, 34369 Hofgeismar _  _ Auf dem Recyclinghof _  _ Bitte die Öffnungszeiten beachten.  _ www.abfall-kreis-kassel.de/	Getränkekühlschrank	Abfallentsorgung Kreis Kassel _ Unter dem Motto "Tausch dich glücklich!", wurde im Rahmen der Europäischen Woche der Abfallvermeidung (2019) ein öffentliches Bücherregal auf dem Recyclinghof errichtet. Jedes getauschte und geteilte Buch reduziert unsere Abfallmengen!	16. Nov. 2019								
de.wiki_in_Hessen	Hofgeismar-Schöneberg	Bremer Straße 17 und 19	Deutsche Telefonzelle			51.51846	9.41861						
de.wiki_in_Hessen	Hofheim am Taunus	Langgasse, Ecke Kurhausstraße	Rote Englische Telefonzelle			50.08741	8.44439						
de.wiki_in_Hessen	Idstein	Idstein, Wiesbadener Straße 74	graue Telefonzelle			50.21754	8.260358						
de.wiki_in_Hessen	Kassel	Diagonale 10	Telefonzelle	Steht auf dem Campus der Universität Kassel und wurde von der studentischen Initiative für Nachhaltigkeit und dem AStA Kassel initiiert.	2012	51.322014	9.505039						
de.wiki_in_Hessen	Kassel	Im Botanischen Garten	Bücherregal	Bücher- und Zeitschriften-Börse		51.2988033	9.4703033						
de.wiki_in_Hessen	Kassel	Kassel, Frankfurter Str. 73	Bücherschrank im Waschsalon Tante Minna			51.3052678	9.4834664						
de.wiki_in_Hessen	Kassel	Korbacher Straße	Pilz		2017	51.285767	9.468681						
de.wiki_in_Hessen	Kassel	Querallee 40–44	Metallschrank	Ersatz für die 2011 an der Friedrich-Ebert-Straße / Ecke Querallee von einer Bürgerinitiative[25] eingerichtete  Bücher-Telefonzelle, welche von der Telekom zurückgebaut wurde		51.315398	9.473533						
de.wiki_in_Hessen	Kassel	Schwimmbadbrücke	„Flussterminal“	Installiert durch die Ars Natura Stiftung, Spangenberg[26]		51.3024533	9.502835						
de.wiki_in_Hessen	Klein-Zimmern	Marktstraße, An der Feuerwehr	Telefonzelle		2017	49.867537	8.84801						
de.wiki_in_Hessen	Korbach	Am Berndorfer Tor	Telefonzelle	Bücher, der Bestand wird gepflegt von: Lesebändchen-Korbach e.V.	2015								
de.wiki_in_Hessen	Kronberg-Oberhöchstadt	Platz auf dem Dalles	BOKX	Der Bestand wird von der Stadtbücherei Kronberg gepflegt	2013								
de.wiki_in_Hessen	Langen	Offener Kinderbücherschrank an der Martin-Luther-Kirche[28]	Telefonzelle	Offener Kinderbücherschrank an der Martin-Luther-Kirche		49.9907167	8.6485662						
de.wiki_in_Hessen	Langen	Romorantin-Anlage gegenüber der Albertus-Magnus-Kirche[27]	Metallschrank	Eigentümer: Förderkreis für europäische Partnerschaften Langen e. V.	2012	49.990432	8.666297						
de.wiki_in_Hessen	Langenselbold	Gartenstraße 2, Langenselbold		Im Eingang eines Ladens "Raum Glück Langenselbold". Offener Bücherschrank. Kann jederzeit zu den Öffnungszeiten von "Raum Glück Langenselbold" gesichtet werden. Betreut durch Büchermeer Buchladen in Langenselbold.									
de.wiki_in_Hessen	Lohfelden	Entsorgungszentrum Lohfelden (EZL), _ Sandwiesen 5, 34253 Lohfelden  _  _ Auf dem Recyclinghof _  _ Bitte die Öffnungszeiten beachten.  _ www.abfall-kreis-kassel.de/	Getränkekühlschrank	Abfallentsorgung Kreis Kassel _ Unter dem Motto "Tausch dich glücklich!", wurde im Rahmen der Europäischen Woche der Abfallvermeidung (2019) ein öffentliches Bücherregal auf dem Recyclinghof errichtet. Jedes getauschte und geteilte Buch reduziert unsere Abfallmengen!	16. Nov. 2019								
de.wiki_in_Hessen	Maintal-Dörnigheim	Bahnhofstraße, an der Bushaltestelle.	Telefonzelle	Aufgestellt durch die Projektgruppe Maintal Entree zur Verschönerung der Umgebung des Dörnigheimer Bahnhofs; abgebrannt am 22. Mai 2015;[30] September 2015 neu aufgestellt;[31] geöffnet von 8 bis 20 Uhr; am 17. Juli 2016 erneut komplett abgebrannt[32]	23. Jan. 2015								
de.wiki_in_Hessen	Marburg	Damaschkeweg, Einmündung Friedrich-Ebert-Straße	Rote Telefonzelle	Aufgestellt durch das Projekt Kultur und Kulturen.[29]	2013								
de.wiki_in_Hessen	Meißner-Germerode	In der Neuen Straße zwischen den Bushaltestellen	Telefonzelle			51.19495	9.90415						
de.wiki_in_Hessen	Melsungen	geschützt in einem Durchgang durch einen Fachwerk-Schuppen zwischen dem Dienstleistungszentrum (Sandstraße 13) und der Stadtbücherei (Mühlenstraße 8)	Telefonzelle	betreut durch das Citymanagement der Stadt Melsungen	2017	51.13234	9.5444						
de.wiki_in_Hessen	Michelstadt	Marktplatz 1	Regal in ehemaliger Türnische	Gewerbeverein Michelstadt e. V.									
de.wiki_in_Hessen	Mörfelden-Walldorf	Eingang des Rathauses in Mörfelden	Holzschrank	Betreut durch Generationenhilfe Mörfelden-Walldorf e. V.		49.975215	8.567742						
de.wiki_in_Hessen	Mörfelden-Walldorf	Langgasse 31, Kirchplatz	Holzschrank			49.974175	8.569501						
de.wiki_in_Hessen	Mörlenbach	Am Bürgerhaus in der Schulstraße	Telefonzelle	www.facebook.com/Moerlenbuch/	2018								
de.wiki_in_Hessen	Mühlheim am Main	Parkplatz Brückenmühle	Bücherschrank										
de.wiki_in_Hessen	Mühlheim am Main-Lämmerspiel	Bischof-Ketteler-Straße Ecke Bachgasse	Bücherschrank			50.096788	8.855973						
de.wiki_in_Hessen	Mühltal-Nieder Ramstadt	Zentraler Parkplatz	Telefonzelle		2015	49.8249983	8.7011974						
de.wiki_in_Hessen	Neckarsteinach	Hauptstraße 37  Bushaltestelle	Bücherregal										
de.wiki_in_Hessen	Neu-Anspach	Bahnhofstraße 27 (Seiteneingang Ulmenweg)	Buchtauschregale	Während der Öffnungszeiten, im 1. OG fast täglich und am 2. Samstag von 10 bis 13 Uhr (in den Ferien eingeschränkt), nicht barrierefrei	2014								
de.wiki_in_Hessen	Nidderau	Straubelgasse 1	Bücherschrank	Während der Öffnungszeiten der Kinderarzt-Praxis Dr. Michael Schwenger, barrierefreier Zugang	Aug. 2013	50.236814	8.864547						
de.wiki_in_Hessen	Oberjosbach	Untergasse, neben Bushaltestelle	Telefonzelle	Barrierefreier Zugang	Apr. 2014	50.169888	8.33678						
de.wiki_in_Hessen	Obertshausen	Rathaus Schubertstraße	Bücherschrank	Der Bücherschrank im Rathaus Schubertstraße ist zu den Öffnungszeiten, montags bis freitags von 8 bis 12.30 Uhr und mittwochs zusätzlich von 15 bis 18.30 Uhr, besuchbar	Apr. 2016								
de.wiki_in_Hessen	Oberursel	Camp-King-Allee			2019	50.215787	8.554042						
de.wiki_in_Hessen	Oberursel	Rushmoor Park, Oberhöchstadter Straße zwischen Christuskirche und Feldbergschule	Telefonzelle		2014	50.1984213	8.5779257						
de.wiki_in_Hessen	Oberursel-Oberstedten	Café Alte Wache, Pfarrstraße 1	Regal	Das Bücherregal ist zugänglich zu den Öffnungszeiten der Alten Wache.		50.2270049	8.5738695						
de.wiki_in_Hessen	Offenbach am Main	Am Mehrgenerationenhaus, Weikertsblochstraße 58	Holzhäuschen mit Holzregalen	Nur tagsüber geöffnet	2011								
de.wiki_in_Hessen	Otzberg-Lengfeld	Parkplatz, Otzbergstraße	Telefonzelle	Durchgehend geöffneter Bücherschrank in einer privat hergerichteten Telefonzelle vom Typ FeH 55	Juli 2016	49.83296	8.90221						
de.wiki_in_Hessen	Rodenbach-Niederrodenbach	Am Bahnhof	BOKX		2014	50.14728	9.01326						
de.wiki_in_Hessen	Rodenbach-Oberrodenbach	Dorfplatz, Hanauer Straße	Bücherschrank		2016								
de.wiki_in_Hessen	Rodgau-Dudenhofen	Freiherr-vom-Stein-Straße Rodgau-Dudenhofen, auf Höhe des dortigen Kindergartens	Rote Britische Telefonzelle	Der öffentliche Bücherschrank wird von Schülern (und vermutlich auch Lehrern) der nahen Freiherr-vom-Stein-Schule betreut. Die ursprülichen Glasscheiben wurden kurz nach Aufstellung von Vandalen zertrümmert, und bei der Wiederinstandsetzung durch bruchfesten Kunststoff ersetzt, um Verletzungsgefahren zu vermeiden.									
de.wiki_in_Hessen	Rodgau-Jügesheim	Hintergasse, Vorplatz des Rathauses Rodgau-Jügesheim	Blau gestrichene, ehemalige Telekom-Telefonzelle.	Der öffentliche Bücherschrank wurde zweimal zerstört, einmal durch Brandstiftung, ein weiteres Mal durch Explosion eines sog. Polenböllers, aber beide Male wiederhergestellt									
de.wiki_in_Hessen	Rüsselsheim am Main	Marktstraße, gegenüber der Bäckerei	Metallschrank	Barrierefreier Zugang; installiert und betreut durch die Facebook-Gruppe „APO Rüsselsheim“	2014	49.993849	8.412335						
de.wiki_in_Hessen	Rüsselsheim am Main	Nähe Bahnhof		von beiden Seiten zu öffnen	Mär. 2015[33]	49.992042	8.412837						
de.wiki_in_Hessen	Schaafheim	Am Seniorenheim Bethanien	Telenfonzelle		2017	49.924186	8.999267						
de.wiki_in_Hessen	Schmitten-Arnoldshain	Hattsteiner Straße/Ecke Kirchgasse, zwischen dem Dorfbrunnen und dem alten Rathaus	Britische Telefonzelle (Modell K6)	Solar-Beleuchtung. Unter der Zelle befindet sich eine Zeitkapsel, die 2116 geöffnet werden soll. Finanziert durch viele Spender aus Schmitten u. Umgebung. Das Fundament wurde von der Gemeinde gespendet. Initiatoren: Aristoteles Kronenberg und Marc Löwenstein. Die Umweltfreunde Schmitten haben auf der Außenwand 200 Tipps für ein umweltbewusstes und nachhaltiges Leben angebracht.	Okt. 2016	50.260584	8.452504						
de.wiki_in_Hessen	Schmitten-Arnoldshain	Im Foyer des Altbaus der Jürgen-Schumann-Schule, Schöne Aussicht 29	Offenes Bücherregal	Nebenstelle der Bücherzelle Arnoldshain, nur für Kinderbücher bis 12 Jahre, nur für Grundschüler der Jürgen-Schuman-Schule, nur während der Schulöffnungszeiten. Initiator: Aristoteles Kronenberg	Mär. 2017	50.265111	8.450586						
de.wiki_in_Hessen	Schmitten-Arnoldshain	In der Cafeteria des Seniorenzentrums Schmitten, Bürgermeister-Pouzaud-Straße 3	Offenes Bücherregal	Nebenstelle der Bücherzelle Arnoldshain, freies Bücherregal, speziell mit Büchern für Senioren. Initiator: Aristoteles Kronenberg	16. Feb. 2019	50.265257	8.453214						
de.wiki_in_Hessen	Schmitten-Treisberg	An der Feuerwehr, Hunoldstaler Straße, Ortsteil Treisberg	Gelbe Post-Telefonzelle	„Bischerhäusje“, offene Tauschbücherei, initiiert durch den Treisberger Heimatverein	Dez. 2012	50.295707	8.435441						
de.wiki_in_Hessen	Seeheim (Seeheim-Jugenheim)	Am Gebäude des ehemaligen Schulgebäudes und jetzigen Rathauses	Metallschrank		20. Nov. 2015	49.766322	8.646557						
de.wiki_in_Hessen	Seligenstadt (Main)	Am Zugang zum Grüngürtel Silzenfeld in unmittelbarer Nähe des Seniorenwohnheims Kursana[34]	Telefonzelle		2014								
de.wiki_in_Hessen	Seligenstadt (Main)	Platz der Freundschaft in Seligenstadt (Nord)[34]	Telefonzelle		2014								
de.wiki_in_Hessen	Steinbach (Taunus)	Pinackerplatz	Telefonzelle		2014								
de.wiki_in_Hessen	Taunusstein-Bleidenstadt	Anton-Hollinger-Platz	Holzschrank		2015	50.13737	8.137552						
de.wiki_in_Hessen	Taunusstein-Orlen	Auf dem Gelände des EAW Wertstoffhofes, Hühnerstraße 1/B417	Container	Neben Büchern auch andere Dinge, wie Geschirr und Spielsachen	2016								
de.wiki_in_Hessen	Trendelburg-Deisel	im Wartehäuschen der Bushaltestelle neben dem Pfarrhaus in der Mittelstraße	Bücherschrank			51.59245	9.40772						
de.wiki_in_Hessen	Usingen	Im Bahnhofsgebäude, Bahnhofstraße 37	Öffentlicher Bücherschrank		2015								
de.wiki_in_Hessen	Weiterstadt	Ecke Ludwigstraße, Ernst-Ludwig-Straße	Umgebauter Kleidercontainer		2014								
de.wiki_in_Hessen	Weiterstadt-Riedbahn	Ecke Wiesenstraße / Grüner Weg	Umgebauter Kleidercontainer		2014	49.8878795	8.615884						
de.wiki_in_Hessen	Wiesbaden	An der evangelischen Kirche (Elisabethenstraße 10)	Holzschrank		2015	50.007781	8.286857						
de.wiki_in_Hessen	Wiesbaden	Bei den Tischtennisplatten am Stadtteilzentrum Schelmengraben (Hans-Böckler-Straße 5 bis 7)	Holzschrank		2013								
de.wiki_in_Hessen	Wiesbaden	Ecke Yorckstraße/Scharnhorststraße	Bücherregal		Dez. 2010	50.0815124	8.2261916						
de.wiki_in_Hessen	Wiesbaden	Frankfurter Straße 1, im Garten der Villa Clementine	Bücherregal		Sep. 2010	50.080243	8.245237						
de.wiki_in_Hessen	Wiesbaden	Konradinerallee 11, am Eingang des Verwaltungsgebäudes (Gesundheitsamt, Soziale Arbeit)	Bücherregal		2012	50.0632241	8.2544017						
de.wiki_in_Hessen	Wiesbaden	Luisenstraße 19, 65185            Wiesbaden	Öffentliches Bücherregal	Im Umweltladen, gegenüber ÖPNV Haltestelle Luisenplatz									
de.wiki_in_Hessen	Wiesbaden	Vor den Hochhäusern in der Albert-Schweitzer-Allee	Bücherregal			50.044817	8.230817						
de.wiki_in_Hessen	Wiesbaden	Vor der Aquanil-Wäscherei (Klopstockstraße 5)	Tauschbox	Neben Büchern auch andere Gegenstände, wie Geschirr, Spielzeug.	2016								
de.wiki_in_Hessen	Wiesbaden-Schierstein	Ecke Christian-Bücher-Straße/Bernhard-Schwarz-Straße	Metallschrank			50.042333	8.19532						
de.wiki_in_Mecklenburg-Vorpommern	Altefähr	an der Strandpromenade	Bücherschrank			54.33068	13.120907						
de.wiki_in_Mecklenburg-Vorpommern	Barth	Louis-Fürnberg-Straße	Telefonzelle			54.3542241571	12.7184504271						
de.wiki_in_Mecklenburg-Vorpommern	Boizenburg/Elbe	Markt 6 / neben dem Rathaus	Verteilerkasten			53.374528	10.723247						
de.wiki_in_Mecklenburg-Vorpommern	Born auf dem Darß	Schulstraße 9	Baumstamm	Betrieben von Bibliothek / Kurverwaltung									
de.wiki_in_Mecklenburg-Vorpommern	Dierhagen	Am Strandzugang	Bücherschrank			54.293149	12.331256						
de.wiki_in_Mecklenburg-Vorpommern	Godenswege	Godensweger Straße 2c	Bücherschrank			53.457598	13.288822						
de.wiki_in_Mecklenburg-Vorpommern	Karlshagen	Bei der Konzertmuschel am Strandvorplatz	Installation in Form eines Segels	Eigenbetrieb „Tourismus und Wirtschaft“[1]	2014	54.1218529	13.841427						
de.wiki_in_Mecklenburg-Vorpommern	Karlshagen	Strandstraße 24	Telefonzelle	Aufgestellt von Familie Vratny		54.1199886	13.8370056						
de.wiki_in_Mecklenburg-Vorpommern	Lohme, Insel Rügen		Wagen	Mobil in den Ortsteilen unterwegs[2]		54.582778	13.611667						
de.wiki_in_Mecklenburg-Vorpommern	Marlow	mitten auf dem Marktplatz, Neben Rathaus und Brunnen	Telefonzelle		Nov. 2019								
de.wiki_in_Mecklenburg-Vorpommern	Neubrandenburg	Am Reitbahnsee	Baumstamm	[3]	Aug. 2017								
de.wiki_in_Mecklenburg-Vorpommern	Prerow	Am Strand bei der Surfschule	Bücherschrank	Im öffentlichen Bereich, auch außerhalb der Öffnungszeiten der Surfschule zugänglich		54.45783267	12.54364014						
de.wiki_in_Mecklenburg-Vorpommern	Ribnitz-Damgarten	Georg-Adolf-Demmler-Straße 6	Bücherregal	Begegnungszentrum, Öffnungszeiten:Montag–Freitag 13:00–18:00 Uhr[4]	18. Apr. 2017	54.243427	12.413768						
de.wiki_in_Mecklenburg-Vorpommern	Ritzerow-Wackerow	Dorfstraße 3	Vitrine/Schrank	Oft auch Tauschecke, Obst zum Mitnehmen		53.676485	12.98108						
de.wiki_in_Mecklenburg-Vorpommern	Rostock-Warnemünde	Im Kurpark (zentrale Weggabelung), Kurhausstraße	Säule			54.1779521	12.0794872						
de.wiki_in_Mecklenburg-Vorpommern	Rostock - Lütten Klein	Im Warnow Park, neben dem DM. Erdgeschoss.	Vitrine		06. Jan. 2020								
de.wiki_in_Mecklenburg-Vorpommern	Schwerin - Krösnitz	Stadionstraße 1	Gelbe Telefonzelle	betrieben vom Schweriner Kundenmagazin hauspost (maxpress)	2018	53.612883	11.40981						
de.wiki_in_Mecklenburg-Vorpommern	Silz		Gelbe Telefonzelle			53.506918	12.446072						
de.wiki_in_Mecklenburg-Vorpommern	Thandorf	Dorfstraße 5, hinter dem Dorfgemeinschaftshaus	Telefonzelle	Betrieben vom Dorfverein Thandorf e. V.[5]	23. Juni 2015	53.7607089	10.8207932						
de.wiki_in_Mecklenburg-Vorpommern	Usedom	Am Marktplatz	Baumstamm mit Bank										
de.wiki_in_Mecklenburg-Vorpommern	Völkshagen	Babendörp _ Marlow OT Völkshagen	Telefonzelle		Nov. 2019								
de.wiki_in_Mecklenburg-Vorpommern	Wieck a. Darß		Regal	<U+2299>Bliesenrader Weg 2, nur über das (eintrittspflichtige) Nationalparkzentrum Darßer Arche zugänglich		54.40932	12.58117						
de.wiki_in_Mecklenburg-Vorpommern	Wustrow (Fischland)	Parkstraße 23	Telefonzelle			54.347404	12.390674						
de.wiki_in_Niedersachsen	Achim	Vendtstraße 2, vor dem Angelladen	Bücherschrank			53.011329	9.032653						
de.wiki_in_Niedersachsen	Adelebsen-Erbsen	Höbelweg	Britische Telefonzelle	[1]	Mai 2007	51.583181	9.805543						
de.wiki_in_Niedersachsen	Alfeld (Leine)	Seminarplatz	Holzschrank	[2]	2010	51.986186	9.826814						
de.wiki_in_Niedersachsen	Asendorf	Zu den Fischteichen (an der Streuobstwiese)	Bücherkiste			52.768	9.0118						
de.wiki_in_Niedersachsen	Auetal	Alte Poststraße	Bücherschrank			52.223587	9.207067						
de.wiki_in_Niedersachsen	Aurich	Bäckerei Osterstraße 6	Bücherschrank	Nur zu den Öffnungszeiten der Bäckerei nutzbar		53.469095	7.483221						
de.wiki_in_Niedersachsen	Bad Bentheim	Gildehauser Straße 13	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE		52.30221	7.15027						
de.wiki_in_Niedersachsen	Bad Essen	Lindenstraße, Nähe Apotheke	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE[3]	Nov. 2012	52.318133	8.354597						
de.wiki_in_Niedersachsen	Bad Essen-Lintorf	Dorfplatz, Heuländer 23	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE[3]	Nov. 2012	52.306232	8.427908						
de.wiki_in_Niedersachsen	Bad Fallingbostel-Dorfmark	Altes Rathaus, Marktstraße 1	Bücherregal			52.903953	9.770463						
de.wiki_in_Niedersachsen	Bad Gandersheim-Heckenbeck	Schulstraße	Bücherschrank			51.885534	9.961466						
de.wiki_in_Niedersachsen	Bad Harzburg	Herzog-Wilhelm-Straße 97	Bücherbaum			51.875243	10.561255						
de.wiki_in_Niedersachsen	Bad Iburg	Schloßstraße 12, Ecke Große Straße, Nähe Hanseplatz	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE[4]	Okt. 2013	52.15769	8.045474						
de.wiki_in_Niedersachsen	Bad Rehburg	An der Romantik Bad Rehburg, Friedrich-Stolberg-Allee 4	Bücherschrank			52.43753	9.21561						
de.wiki_in_Niedersachsen	Bad Sachsa	am Salztal Paradies	Telefonzelle			51.596181	10.543216						
de.wiki_in_Niedersachsen	Bad Zwischenahn	Lange Straße, Ecke Mühlenstraße	Telefonzelle	Täglich 10:00–18:00 Uhr		53.18475	7.99855						
de.wiki_in_Niedersachsen	Baltrum	Vor dem Restaurant „Zum Seehund“, Haus Nr. 178	Bücherschrank			53.727401	7.367153						
de.wiki_in_Niedersachsen	Belm	Marktring	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE		52.303033	8.127147						
de.wiki_in_Niedersachsen	Benefeld	An der SoVD-Begegnungsstätte, Cordinger Straße 3	Bücherschrank			52.904349	9.629463						
de.wiki_in_Niedersachsen	Bergedorf	Alte Dorfstraße, zwischen Kindergarten und Feuerwehr	Telefonzelle	„Bökerschapp“	Okt. 2016	53.026623	8.470021						
de.wiki_in_Niedersachsen	Bergen (Landkreis Celle)	Friedensplatz	Britische Telefonzelle			52.809205	9.962111						
de.wiki_in_Niedersachsen	Bissendorf	Am Thie 9	BOKX 01 (COR-TEN-Stahl/ESG)	Gestiftet von der RWE[5]	2011	52.235159	8.16936						
de.wiki_in_Niedersachsen	Bissendorf-Schledehausen	Am Bredberg 2	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE[3]	2012	52.280486	8.239013						
de.wiki_in_Niedersachsen	Bohmte	Vor dem Bahnhof	RWE-Bücherschrank (BOKX)		2011	52.361083	8.307936						
de.wiki_in_Niedersachsen	Bokel	Seebeckstraße	Telefonzelle			53.39552	8.77099						
de.wiki_in_Niedersachsen	Borkum	Kurhalle, Bürgermeister-Kieviet-Promenade	Bücherschrank			53.58802	6.65724						
de.wiki_in_Niedersachsen	Bramsche-Achmer	Schulstraße 2, an der Grundschule	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE		52.393925	7.931029						
de.wiki_in_Niedersachsen	Bramsche-Engter	Im Alten Dorf, gegenüber der Kirche	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE	2011	52.388571	8.06201						
de.wiki_in_Niedersachsen	Bramsche-Lappenstuhl	Ernst-Bettermann-Platz	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE		52.418152	8.059885						
de.wiki_in_Niedersachsen	Braunschweig	Forumsplatz TU Braunschweig	Telefonzelle	Aufgestellt von Projekt „Sandkasten TU-Braunschweig“, zugänglich täglich von 7 bis 24 Uhr, außer zwischen Weihnachten und Neujahr[7]	Sep. 2015	52.273664	10.528885						
de.wiki_in_Niedersachsen	Braunschweig	Frankfurter Platz	Telefonzelle			52.253467	10.510582						
de.wiki_in_Niedersachsen	Braunschweig	Im IKEA-Markt	Bücherregal	zugänglich zu den Öffnungszeiten des IKEA-Marktes		52.309167	10.505						
de.wiki_in_Niedersachsen	Braunschweig	Jakobikirche	Telefonzelle	Aufgestellt von der Stadtverwaltung Braunschweig, dem Verein Antirost Braunschweig e.V., dem Designer Martin Markwort und dem Bezirksrat „Westliches Ringgebiet“, 24 Stunden am Tag offen[8]	19. Jan. 2019	52.265928	10.504475						
de.wiki_in_Niedersachsen	Braunschweig	Stadtteilladen Neustadtring 16A	Bücherregal	zugänglich zu den Öffnungszeiten des Stadtteilladens[6]	18. Aug. 2018	52.27276	10.50739						
de.wiki_in_Niedersachsen	Bröckel	Bahnhofstraße 4 (Alte Schule)	Bücherschrank		Juni 2017								
de.wiki_in_Niedersachsen	Buchholz in der Nordheide-Suerhop	Am Moor 17	Bücherschrank			53.311493	9.84375						
de.wiki_in_Niedersachsen	Bülstedt	Lange Straße, unter der großen Birke	Telefonzelle	[9]	Jan. 2015	53.21023	9.151692						
de.wiki_in_Niedersachsen	Burgdorf	Direkt am Stadtpark	Holzschrank	Ausleihe	2014								
de.wiki_in_Niedersachsen	Burgwedel-Wettmar	Meitzer Weg, Bei der Feuerwehr	Bücherschrank			52.5126	9.91884						
de.wiki_in_Niedersachsen	Burhave	Im öffentlichen Gemeinschaftsgebäude des Campingplatzes, An der Nordseelagune 1	Bücherregal			53.584637	8.370187						
de.wiki_in_Niedersachsen	Buxtehude	Stavenort	Bücherschrank			53.476985	9.701553						
de.wiki_in_Niedersachsen	Carolinensiel	Cliner Quelle, Nordseestraße 1	Bücherschrank			53.696062	7.805354						
de.wiki_in_Niedersachsen	Celle	Bahnhofstraße 21, am Fußgängerüberweg	Holzschrank	Ausleihe	Okt. 2011	52.621453	10.069566						
de.wiki_in_Niedersachsen	Celle	Kleiner Plan	Bücherschrank	Ausleihe; Offizielle BookCrossingZone[10]	Juli 2014	52.6238168	10.0860353						
de.wiki_in_Niedersachsen	Clausthal-Zellerfeld	In der Cafeteria der Unibibliothek TU Clausthal, Leibnizstraße 2	Bücherschrank	zu den Öffnungszeiten der Unibibliothek		51.801005	10.340656						
de.wiki_in_Niedersachsen	Cloppenburg	Eschstraße 33, An der Roten Schule	Bücherschrank	Für Kinderbücher		52.842164	8.039428						
de.wiki_in_Niedersachsen	Cloppenburg	Lange Straße 69, Am Eingang der Fußgängerzone	Bücherschrank	Aufgestellt von der Bürgerstiftung Cloppenburg, barrierefreier Zugang	Okt. 2013	52.844079	8.037046						
de.wiki_in_Niedersachsen	Cloppenburg	Sevelter Straße 8, Im Bürgeramt des Rathauses	Bücherschrank	Zugänglich zu den Öffnungszeiten des Rathauses		52.844769	8.04233						
