id	title	lat	lon	address	type	open	comment	contact	bcz	digital	icontype	deactivated	deactreason	entrytype	homepage	Source
2	Bad Münstereifel (Innogy)	50.55574078	6.765116	Werther Platz 45, 53902 Bad Münstereifel	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3	Bad Sobernheim (Innogy)	49.7856525504	7.651822	Saarstraße 26-28 (Auf dem Platz vor der Apotheke)	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
4	Boppard (Innogy)	50.231999	7.588459	Stadtplatz / Karmeliterstr. 2, 56154 Boppard	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
5	Inden (Innogy)	50.846232	6.358291	Rathausstr. 1, 52459 Inden	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
6	Merzenich (Innogy)	50.8284628806	6.524699	Lindenstraße Ecke Bergstraße, 52399 Merzenich	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
7	Neunkirchen-Seelscheid (Innogy)	50.8713302096	7.324544	Zeithstr. 140, 53819 Neunkirchen-Seelscheid	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
9	Verbandsgemeinde Wöllstein - Wonsheim (Innogy)	49.813398	7.961212		Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase		openbookcase.org
10	Weilerswist (Innogy)	50.752966	6.841539	Bonner Str. 29, 53919 Weilerswist	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
11	Aalen / Droste-Hülshoff-Weg (Pelzwasen)	48.835531	10.114725		Zweitüriger Holzschrank	24 / 7	auch Kinder- und Jugendbücher, die Bücherkiste wurde von Anwohnern aufgestellt u[trunc]							bookcase		openbookcase.org
12	Aalen / Kino am Kocher	48.842595	10.092149		Bücherregal	Mo bis Sa 18.30 bis 24 Uhr, So 19.30 bis 24 Uhr	barrierefrei zugänglich;  / Schleifbrückenstr. 15							bookcase		openbookcase.org
13	Aalen / Storchenplatz	48.83932	10.091377		Bücherschrank	24 / 7								bookcase		openbookcase.org
14	Aldenhoven (Innogy)	50.895129	6.28515	Alte Turmstraße, 52457 Aldenhoven	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
15	Altenahr	50.516058	6.988632		Holzschrank	24 / 7								bookcase		openbookcase.org
16	Andernach (Innogy)	50.438626	7.404172	Am Stadtgraben, 56626 Andernach	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE;  Am Stadtgraben							bookcase	bit.ly/innogycases	openbookcase.org
17	Annweiler	49.216902	7.996478	Queichtalstrasse, Queichhambach	Elektroverteilerkasten	24 / 7	Ortseingang Ost	Helmut Seebach 0175-2901625					Um Bücher ein zweites Leben zu geben	bookcase	bachstelz-verlag.de/	openbookcase.org
18	Aschaffenburg	49.980286	9.141212		Bücherschrank	24 / 7	Regionaler Omnibusbahnhof Haltepunkt 5		1					bookcase		openbookcase.org
19	BÜCHERREGAL Augsburg Hofgarten	48.372529	10.893495	Fronhof, 86152 Augsburg	Vitrine	April bis Oktober täglich 8-21 Uhr; im Winter geschlossen	gefördert durch die Augsburger Müller-Spengler-Stiftung; barrierefrei							bookcase		openbookcase.org
20	Bad Bentheim (Innogy)	52.30221	7.150275	Gildehauser Straße 13, 48455 Bad Bentheim	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
21	Bad Essen (Innogy)	52.318133	8.354597	Lindenstraße, 49152 Bad Essen	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
23	Bamberg	49.907212	10.904303		Austauschbibliothek		Universitätsteil Feldkirchenstr. 21, Musiktrakt gegenüber Zimmer 501, barrierefr[trunc]							bookcase		openbookcase.org
24	Bammental	49.35578	8.776294			24 / 7	gegenüber des Rathauses							bookcase		openbookcase.org
25	Bayreuth / Luitpoldplatz	49.946342	11.576706		Bücherschrank	24 / 7	barrierefreier Zugang							bookcase		openbookcase.org
26	Bedburg Hau (Innogy)	51.763846	6.185983	Klosterplatz 30, 47551 Bedburg Hau	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
27	Bensheim / Café Klostergarten	49.682071	8.622474		Roter Bücherschrank		Klostergasse 5a; Aufgestellt vom Förderverein für Demokratie und soziales Engage[trunc]							bookcase		openbookcase.org
28	Bergheim / Fußgängerzone (Innogy)	50.9538412461	6.639926	Beißelstraße 1, 50126 Bergheim	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
29	Bergisch Gladbach / Marktplatz	50.9917414722	7.131023		BOKX 02	24 / 7	Gefördert durch das Bestattungshaus Pütz-RothEntwurf: Hans-Jürgen Greve; Ausstat[trunc]							bookcase		openbookcase.org
30	Berlin-Charlottenburg / BücherboXX Mierendorffplatz	52.525219	13.304		Telefonzelle	24 / 7	BücherboXX II. Ausbildungsergebnis mit Auszubildenden der AEG-Signung und OSZ-Th[trunc]	Kiezbüro c/ DorfwerkStadt e.V., Tel. 030 / 344 58 74, Mierendorffstr. 6, team@do[trunc]	1					bookcase		openbookcase.org
31	BücherboXX Gleis 17, Berlin-Grunewald	52.487965	13.263155		Telefonzelle	24 / 7	BücherboXX Prototyp; Ergebnis eines LKS-Projektes in Berlin Steglitz-Zehlendorf;[trunc]		1					bookcase		openbookcase.org
32	Bücherwald / Berlin-Prenzlauer Berg	52.53819	13.41954		Bücherbaum	24 / 7	interdisziplinäre Zusammenarbeit von Auszubildenden der an der Wertschöpfungsket[trunc]	Sredzkistr. 48 / Kollwitzstr.	1					bookcase		openbookcase.org
33	Berlin-Spandau / Bürgeramt im Rathaus	52.534518	13.200175		britische Telefonzelle		Im Wartebereich des Bürgeramtes		1					bookcase		openbookcase.org
34	Berlin-Weißensee / BücherboXX marcel-breuer-schule	52.558733	13.447814		Telefonzelle	Mo-Fr zu den Öffnungszeiten der Berufsschule	BücherboXX III. Ausbildungsergebnis mit Auszubildenden der marcel-breuer-schule;[trunc]		1					bookcase		openbookcase.org
35	Berlin-Wilmersdorf / Haus der Berliner Festspiele	52.498962	13.32856		Büchertausch-Schrank	24 / 7	Bücher zum Tauschen - bring eins, nimm eins							bookcase		openbookcase.org
36	BücherboXX Berlin-Zehlendorf / MGH	52.413302	13.266535		Telefonzelle	24 / 7	BücherboXX IV. Ergebnis der Ausbildungskooperative / vor dem Mittelhof Phoenix M[trunc]		1					bookcase		openbookcase.org
37	Bissendorf (Innogy)	52.235159	8.16936	Am Thie 9, 49143 Bissendorf	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
38	Bissendorf-Schledehausen (Innogy)	52.280486	8.239013	Am Bredberg 2, 49143 Bissendorf	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
39	Blankenheim-Freilingen	50.410824	6.731886		Holzhaus	9-19 Uhr	barrierefreier Zugang							bookcase		openbookcase.org
40	Bocholt	51.838496	6.617966		weiße Bücherregale	während der Öffnungszeiten	Osterstraße (im Durchgang neben der Apotheke)							bookcase		openbookcase.org
41	Bohmte (Innogy)	52.361174	8.307742	Bremer Straße 1, 49163 Bohmte	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE; direkt am Bahnhof							bookcase	bit.ly/innogycases	openbookcase.org
42	Bonn-Beuel	50.736192	7.114541		BOKX 01	24 / 7	Gefördert durch die Bürgerstiftung BonnEntwurf: Trixy RoyeckEntwicklung: Hans-Jü[trunc]							bookcase	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/	openbookcase.org
43	Bonn-Duisdorf	50.714985	7.048539		BOKX 01	24 / 7	Gefördert durch die Bürgerstiftung BonnEntwurf: Trixy RoyeckEntwicklung: Hans-Jü[trunc]							bookcase	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/	openbookcase.org
44	Bonn-Endenich	50.727422	7.074962		BOKX 01	24 / 7	Gefördert durch die Bürgerstiftung BonnEntwurf: Trixy RoyeckEntwicklung: Hans-Jü[trunc]							bookcase	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/	openbookcase.org
45	Bonn-Nordstadt	50.7394766588	7.089588		BOKX 01	24 / 7	Gefördert durch die Bürgerstiftung BonnEntwurf: Trixy RoyeckEntwicklung: Hans-Jü[trunc]							bookcase	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/	openbookcase.org
46	Bonn-Poppelsdorf / Poppelsdorfer Allee	50.730114	7.098281		Bücherschrank	24 / 7	Gefördert durch die Bürgerstiftung BonnEntwurf: Trixy Royeck							bookcase	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/	openbookcase.org
47	Bonn-Ramersdorf / Bonner Bogen	50.7167459598	7.15358		BOKX 01	24 / 7	Gefördert durch die Bürgerstiftung BonnEntwurf: Trixy RoyeckEntwicklung: Hans-Jü[trunc]							bookcase	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/	openbookcase.org
48	Bonn-Venusberg / Universitätsklinikum	50.700052	7.102878		BOKX Indoor	24 / 7	Gefördert durch die Bürgerstiftung BonnEntwurf: Hans-Jürgen Greve; HNO-Neubau							bookcase	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/	openbookcase.org
49	Bonn-Zentrum / Alter Zoll	50.73342	7.106608		britische Telefonzelle	24 / 7	Geschenk der Partnerstadt Oxford/Gefördert durch den Oxford-Club Bonn							bookcase	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/	openbookcase.org
50	Bonsweiher	49.614561	8.71503		Bücherregal	24 / 7	zwei weitere sind im Dorfgemeinschaftshaus, überwiegend abends geöffnet. Aufgest[trunc]							bookcase		openbookcase.org
51	Borgholzhausen (Innogy)	52.101998	8.29946	Am Uphof 4, 33829 Borgholzhausen	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE, wird von der Stadt betreut							bookcase	bit.ly/innogycases	openbookcase.org
52	Brakel / Am Thy (Innogy)	51.717388	9.18178	Am Thy, 33034 Brakel	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
53	Bramsche – Lappenstuhl (Innogy)	52.418152	8.059885	Ernst-Bettermann-Platz, 49565 Bramsche	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
54	Bramsche-Engter (Innogy)	52.388571	8.06201	Im alten Dorf 21, Bramsche / Engter	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE / nähe Bushaltestelle							bookcase	bit.ly/innogycases	openbookcase.org
55	Braunschweig / IKEA	52.30925	10.50483		Regal	zu den IKEA Öffnungszeiten	im IKEA							bookcase		openbookcase.org
56	Bremen / Delmemarkt	53.067989	8.791008		Stahlschrank	24 / 7	Pappelstraße; auf dem Delmemarkt							bookcase		openbookcase.org
57	Bruchsal	49.1246650914	8.597016		Mehrere Plexiglaswürfel	24 / 7	Babette-Ihle-Platz, an der Stadtkirche							bookcase		openbookcase.org
58	Brühl / Kartäuserhof	50.8288864292	6.904671		brit. Telefonzelle	Mo-Do. 07:00 - 19:45; Fr. 07:00 - 18:30, Sa./So. 08:00 - 18:30	Stadtbücherei Brühl; Marktnähe							bookcase		openbookcase.org
59	Brünen (Hamminkeln)	51.725279	6.682543		grüne Telefonzelle	24 / 7	direkt an der Kirche, Projekt der Landfrauen							bookcase		openbookcase.org
60	Celle	52.6212787151	10.069297		Holzschrank	24 / 7	Bahnhofstraße am Fußgängerüberweg							bookcase		openbookcase.org
61	Celle / Schloßplatz	52.6226139151	10.079607		Bücherschrank	24 / 7								bookcase		openbookcase.org
62	Chemnitz - Das Tietz	50.830983785	12.923554		Bücherschrank	?	Im Kulturhaus Das Tietz, vom Haupteingang rechts am Versteinerten Wald[trunc]							bookcase		openbookcase.org
63	Crailsheim / Schweinemarktplatz	49.1363	10.072342		Bücherschrank	24 / 7	Hausseite einer überdachten Tiefgaragentreppe							bookcase		openbookcase.org
64	Cuxhaven-Duhnen / Robert-Dohrmann-Platz	53.88505	8.643667		Bücherschrank	24 / 7	Urlauberseelsorge; Kapelle am Robert-Dohrmann-Platz							bookcase		openbookcase.org
65	Damme (Innogy)	52.523529	8.201374	Große Straße / Steinfelder Straße, 49401 Damme	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
66	Darmstadt / Prinz-Georg-Garten	49.879011	8.655369	Schlossgartenstraße, 64289 Darmstadt	Lesezimmer mit Holzbücherregalen	März bis Oktober täglich 7-19 Uhr; November bis Februar täglich 8-17 Uhr	im Pretlackschen Gartenhaus; Lesezimmer mit Stühlen und Tischen							bookcase	www.darmstadt.de/darmstadt-erleben/sehenswuerdigkeiten/parks-und-gaerten/prinz-g[trunc]	openbookcase.org
67	Darmstadt-Bessungen / Bessunger Platz	49.858136	8.650957	Bessunger Platz (Bessunger Straße 55)	Holzregal mit Plexiglastüren	immer :-) Ist ja schließlich eine offene Bibliothek	Die Bibliothek steht auf dem Bessunger Platz hinter der Kirche. Der Bücherbestan[trunc]	Michael Ibsen, 0174-2176527		1				bookcase		openbookcase.org
68	Darmstadt-Johannesviertel	49.87819	8.648616	Viktoriastraße 34, Darmstadt	Holzregal mit Plexiglastüren	24 / 7	Die Offene Bibliothek steht in der Viktoriastraße vor dem Kinderhaus gegenüber d[trunc]	Michael Ibsen, 0174-2176527		1				bookcase		openbookcase.org
69	Denzlingen	48.066967	7.883275		Telefonzelle	24 / 7	Hauptstr. 124							bookcase		openbookcase.org
70	Dissen am Teutoburger Wald (Innogy)	52.11457	8.204624	Am Karlsplatz 1, 49201 Dissen am Teutoburger Wald	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE; dies ist der 50. aufgestellte Bücherschrank durch I[trunc]							bookcase	bit.ly/innogycases	openbookcase.org
71	Dortmund-Aplerbeck	51.491333	7.554956		Bücherschrank	24 / 7	Aplerbecker Marktplatz							bookcase		openbookcase.org
72	Dortmund-Körne	51.516018	7.505646		Bücherschrank	24 / 7	Am Körner Park							bookcase		openbookcase.org
73	Dortmund-Unionviertel	51.51085	7.44311		Bücherschrank	24 / 7	Nähe Heinrichtstr. 38							bookcase		openbookcase.org
74	Dreieich-Götzenhain / Dorfbrunnenplatz	50.000093	8.731947		Bücherregal	24 / 7	betreut von der Stadtteil-AG Götzenhain							bookcase		openbookcase.org
75	Drensteinfurt / Marktplatz	51.797046	7.742244		Bücherschrank	24 / 7	In der Bushaltestelle auf dem Marktplatz; das Regal wurde von der Stadt Drenstei[trunc]							bookcase		openbookcase.org
77	Duisburg / Königsgalerie	51.433749	6.76246	Kuhstr. 33, 47051 Duisburg	Schrankregal	Montag - Samstag von 09:30 - 20:00 Uhr	2. Öffentlicher Bücherschrank der Bürgerstiftung in Zusammenarbeit mit dem WAZ-L[trunc]							bookcase	www.buergerstiftung-duisburg.de/	openbookcase.org
78	Duisburg-Ruhrort / Gemeindehaus	51.452318	6.734519	Dr. Hammacher-Str. 6, 47116 Duisburg	Schrankregal	Mo. 8-13 Uhr; Di-Fr. 8-17 Uhr	montags von 8 bis 13 Uhr, an den übrigen Werktagen von 8 bis 17 Uhr. 3. Öffentli[trunc]							bookcase	www.buergerstiftung-duisburg.de/	openbookcase.org
79	Düsseldorf / Friedensplätzchen	51.212797	6.768363		BOKX 02	24 / 7	Dritter ö.B. in Düsseldorf, betreut vom Literaturbüro NRW e.V.; Ecke Düsselstraß[trunc]							bookcase		openbookcase.org
80	Düsseldorf / Gerricusplatz	51.236599	6.862259		BOKX 02	24 / 7	betreut vom Literaturbüro NRW e.V.							bookcase		openbookcase.org
81	Düsseldorf / Schillerplatz	51.235709	6.802164		BOKX 02	24 / 7	betreut vom Literaturbüro NRW e.V.							bookcase		openbookcase.org
82	Düsseldorf / Uferpromenade	51.2203450422	6.766913		BOKX 02	24 / 7	Zweiter ö.B. in Düsseldorf, betreut vom Literaturbüro NRW e.V.; Mannesmannufer 1[trunc]							bookcase		openbookcase.org
83	Eppelheim / Hauptstraße 64	49.4017615795	8.629659		Regal mit Plexiglastüren	24 / 7	Initiator: Stadtbücherei Eppelheim							bookcase		openbookcase.org
84	Erfurt	50.996108	11.026205		Telefonzelle	10:00 - 18:00 Uhr	Initiator: Kontakt in Krisen e.V.							bookcase		openbookcase.org
85	Nürnberger Straße	49.5946272061	11.005189	Nürnberger Str. 4	BOKX 02	24 / 7	ehem. Nürnberger Tor; Gefördert durch den Lions-Club							bookcase		openbookcase.org
86	Eschborn / BAFA	50.134315	8.570992		Vitrine		Für Mitarbeiter und Besucher des Bundesamtes für Wirtschaft und Ausfuhrkontrolle[trunc]							bookcase		openbookcase.org
87	Essen (Innogy)	51.4494872238	7.011396	Huyssenallee 2, 45128 Essen	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
88	Essen / Brauerei	51.473783	6.9471		Holzregale und Vitrine	24 / 7	Privater Bücherschrank an der Borbecker Dampf-Bierbrauerei; Pförtnerhaus							bookcase		openbookcase.org
89	Essen / Grillo-Theater	51.454508	7.012131		Holzschrank	24 / 7	Von der Stiftung Mercator aufgestellt							bookcase		openbookcase.org
91	REWE Oeffingen	48.840837	9.257587		Holzschrank	Mo - Sa   7 - 22 Uhr	Ausleihe rund um die Uhr, BAFF Bürger Aktiv für Fellbach	BAFF (Bürger Aktiv für Fellbach)						bookcase		openbookcase.org
92	Forst (Lausitz) / Uferstraße	51.744137	14.64611	Uferstr. 10 / Friedrichplatz	begehbare Litfaßsäule	Mo-Fr 9-17 Uhr & Sa 9-14 Uhr	gefördert über das Bund-Länder-Programm Soziale Stadt		1					bookcase		openbookcase.org
93	Frankenberg (Eder)	51.058695	8.802532		Telefonzelle	24 / 7	Gefördert durch den Lions-Club Frankenberg		1					bookcase		openbookcase.org
94	Frankenthal / Strandbad	49.534856	8.362185				im Eingangsbereich des Ostparkbades							bookcase		openbookcase.org
95	Frankfurt-Bockenheim	50.122608	8.646098	Leipziger Straße	BOKX	24 / 7	städtische Amt für Straßenbau und Erschließung, Projektgruppe Nahmobilität							bookcase		openbookcase.org
96	Frankfurt-Bonames	50.184478	8.665371		BOKX	24 / 7								bookcase		openbookcase.org
97	Frankfurt-Bornheim	50.128624	8.711181		BOKX	24 / 7								bookcase		openbookcase.org
98	Frankfurt-Dornbusch	50.139343	8.670498		BOKX 01	24 / 7	Gefördert durch das Verkehrsdezernat Frankfurt Entwicklung: Hans-Jürgen Greve							bookcase		openbookcase.org
99	Frankfurt-Eckenheim	50.150533	8.69009		BOKX 02	24 / 7	Restaurant Bürgerhaus Ronneburg // Herr Boro Celic 069 / 300 595 68							bookcase		openbookcase.org
100	Frankfurt-Eschersheim	50.157103	8.655504		BOKX	24 / 7								bookcase		openbookcase.org
101	Frankfurt-Fechenheim	50.122469	8.771332		?	24 / 7								bookcase		openbookcase.org
102	Frankfurt am Main / Berkersheim	50.17007	8.6962		BOKX 01	24 / 7	http://coord.info/GC4CRZ9	Ursula und Klaus Böttger (069/547764)						bookcase		openbookcase.org
104	Frankfurt-Gallus	50.103605	8.629903		BOKX	24 / 7	auch fremdsprachige Auswahl							bookcase		openbookcase.org
105	Frankfurt-Ginnheim / Höhenblick	50.146942	8.655004	Kurhessenstrasse, Ecke Höhenblick	BOKX	24 / 7								bookcase		openbookcase.org
106	Frankfurt-Ginnheim / Kirchplatz	50.1443290074	8.648965		BOKX	24 / 7								bookcase		openbookcase.org
108	Frankfurt-Gutleutviertel	50.102265	8.66121		?	24 / 7								bookcase		openbookcase.org
109	Frankfurt-Hausen / Brentanobad	50.125955	8.619513		Bücherschrank		Schwerpunkt auf Kriminalliteratur / im Brentanobad							bookcase		openbookcase.org
110	Frankfurt-Höchst	50.102474	8.550044		BOKX	24 / 7								bookcase		openbookcase.org
111	Frankfurt-Nied	50.108038	8.584185		?	24 / 7								bookcase		openbookcase.org
112	Frankfurt-Niederrad	50.08635	8.643456	Bruchfeldstraße 65, 60528 Frankfurt am Main	BOKX	24 / 7								bookcase		openbookcase.org
113	Frankfurt-Niederursel	50.165386	8.617744		britische Telefonzelle	24 / 7								bookcase		openbookcase.org
114	Frankfurt Merianplatz	50.120504	8.696124		BOKX 01	24 / 7	Gefördert durch das Verkehrsdezernat Frankfurt; Entwicklung: Hans-Jürgen Greve							bookcase		openbookcase.org
115	Frankfurt-Nordend	50.121287	8.680304		BOKX 01	24 / 7	Gefördert durch das Verkehrsdezernat Frankfurt; Entwurf: Trixy Royeck; Entwicklu[trunc]							bookcase		openbookcase.org
116	Frankfurt-Ostend / Parlamentsplatz	50.120229	8.714491		BOKX	24 / 7								bookcase		openbookcase.org
117	Frankfurt-Ostend / Paul-Arnsberg-Platz	50.110655	8.69948		?	24 / 7								bookcase		openbookcase.org
118	Frankfurt-Preungesheim / Gravensteiner Platz	50.155759	8.698202		?	24 / 7								bookcase		openbookcase.org
119	Frankfurt-Riederwald	50.1285	8.733984		?	24 / 7								bookcase		openbookcase.org
120	Bücherschrank Lokalbahnhof, Frankfurt-Sachsenhausen	50.103538	8.691463	Dreieichstraße 59, 60594 Frankfurt am Main	BOKX	24 / 7								bookcase		openbookcase.org
121	Frankfurt-Seckbach	50.140969	8.720655		BOKX 02	24 / 7	Gefördert durch das Verkehrsdezernat FrankfurtEntwurf: Hans-Jürgen GreveAusstatt[trunc]							bookcase		openbookcase.org
122	Frankfurt-Zeilsheim	50.097065	8.497841		BOKX	24 / 7	nähe Stadthalle							bookcase		openbookcase.org
123	Freiburg im Breisgau- Günterstal	47.96565	7.856383	Schauinslandstr. 41/43	Holzregal	24 / 7	Arkaden am oberen Ende des Klosterplatzes							bookcase		openbookcase.org
124	Bücherkühlschrank Coole Bücher	48.00583333	7.847183	Tennebacher Platz, Freiburg - Stühlinger Beurbarung	alte Kühlschränke	24 / 7	initiiert und betreut vom Stadtteiltreff Brühl-Beurbarung; Tennebacher Platz							bookcase		openbookcase.org
125	KHG Freiburg-Wiehre	47.985208	7.842908		Holzregal	Während des Semesters Mo–Do: 8.00 -12.30 Uhr & 13.30 -16.30 Uhr Fr: 8.00 -12.30 [trunc]	Katholische Hochschulgemeinde Edith Stein, Lorettostraße 24, 79100 Freiburg i. B[trunc]							bookcase		openbookcase.org
126	Freudenberg	49.743183	9.323333			24 / 7	Pavillon an der Mainpromenade							bookcase		openbookcase.org
127	Fulda / Umweltzentrum	50.542562	9.665379		Holzschrank	24 / 7	Umweltzentrum Fulda							bookcase		openbookcase.org
128	Giften / Heinrichstraße	52.214261	9.831363		Bücherschrank	24 / 7	Gesponsert vom Marketingverein Fair-Giften e.V. GiftenEntwurf und Ausführung: Ne[trunc]							bookcase		openbookcase.org
129	Göttingen - Immanuel Kant Straße	51.5239113861	9.946581		Vitrine	24 / 7	vor dem Geschäft der Straßensozialarbeit							bookcase		openbookcase.org
130	Göttingen - Leineberg	51.5264412745	9.91574		Schrank	24 / 7	Der Schrank ist anscheinen umgezogen. Jetziger Standort ist direkt vorm Stadttei[trunc]							bookcase		openbookcase.org
131	Göttingen - Holtenser Berg	51.560615	9.903035			24 / 7	neben der Bushaltestelle							bookcase		openbookcase.org
132	Gronau (Westf.)	52.217887	7.003288		Telefonzelle	24 / 7	auf dem Gelände des Stadtteilzentrums GroW Diakonisches Werk Mein Gronauer Weste[trunc]							bookcase		openbookcase.org
133	Häger	52.095198	8.451299		Bücherregal	24 / 7	barrierefrei							bookcase		openbookcase.org
134	Halle (Saale)	51.476652	11.971768		Holzregal mit Plexiglastüren	24 / 7	initiiert durch die Franckeschen Stiftungen, betreut vom Spielehaus		1					bookcase		openbookcase.org
135	Hamburg-Eppendorf	53.582122	9.973611		Bücherschrank	24 / 7	Vor der Kirche St. Markus							bookcase		openbookcase.org
136	Hamm	51.682013	7.820789		Schrank	24 / 7	barrierefreier Zugang; Initiative: "Humanitas e.V.""; gebaut vom TÜV Nord nach V[trunc]							bookcase		openbookcase.org
137	Hannover (Altstadt)	52.371692	9.735089	neben der Marktkirche	Holzschrank	24 / 7	wird im Winter zum Weihnachtsmarkt eingelagert							bookcase		openbookcase.org
138	Hannover-Ahlem	52.384593	9.665389		Holzschrank	24 / 7	Wunstorfer Landstraße, vor der Martin-Luther-Kirche							bookcase		openbookcase.org
139	Hannover-Anderten	52.360549	9.845537		Holzschrank	24 / 7	Am Tiergarten (Eingang zum Spielplatz)							bookcase		openbookcase.org
140	Hannover-Badenstedt	52.35835	9.6864		Holzschrank	24 / 7	Körtingsdorf 1							bookcase		openbookcase.org
141	Hannover-Bemerode	52.346661	9.828078		Holzschrank	24 / 7	Rathausplatz							bookcase		openbookcase.org
142	Hannover-Bornum	52.350048	9.68449	Im Dorfe, Ecke Ludwig-Gleue-Weg	Holzschrank	24 / 7								bookcase		openbookcase.org
143	Hannover-Bothfeld	52.420163	9.799889		Holzschrank	24 / 7	Kurze-Kamp-Straße, Höhe Einsteinstraße					1	Bücherschrank wurde entfernt. Mit Kioskbesitzer gesprochen, aber nähere Umstände[trunc]	bookcase		openbookcase.org
144	Hannover-Bult	52.362137	9.770618		Holzschrank	24 / 7	Menschingstraße, auf dem Kirchplatz der Melanchthongemeinde							bookcase		openbookcase.org
145	Hannover-Calenberger Neustadt	52.370894	9.728306		Holzschrank	24 / 7	Neustädter Markt							bookcase		openbookcase.org
146	Hannover-Davenstedt	52.363379	9.67412		Holzschrank	24 / 7	Davenstedter Marktplatz							bookcase		openbookcase.org
147	Hannover-Döhren	52.34009	9.763358		Holzschrank	24 / 7	Fiedelerplatz							bookcase		openbookcase.org
148	Hannover-Groß-Buchholz	52.403008	9.798818		Holzschrank	24 / 7	Bussestraße, Ende Merianweg							bookcase		openbookcase.org
149	Hannover - Groß-Buchholz II	52.392704	9.822383		Holzschrank	24 / 7	Milanstraße, Ecke Schwalbenflucht							bookcase		openbookcase.org
150	Hannover-Hainholz	52.400708	9.716228		Holzschrank	24 / 7	vor dem Kulturhaus							bookcase		openbookcase.org
151	Hannover-Herrenhausen	52.393496	9.68507	Herrenhäuser Straße, Ecke Meldaustraße	Holzschrank	24 / 7								bookcase		openbookcase.org
152	Hannover-Kirchrode	52.36113	9.82882		Holzschrank	24 / 7	Tiergartenstraße, Ecke Schwemannstraße							bookcase		openbookcase.org
153	Hannover-Kleefeld	52.375517	9.795884	Ebellstraße	Holzschrank	24 / 7								bookcase		openbookcase.org
154	Hannover-Ledeburg	52.4129	9.678304	Am Fuhrenkampe, Ecke Immelmannstraße	Holzschrank	24 / 7								bookcase		openbookcase.org
155	Hannover-Limmer	52.37741	9.684867		Holzschrank	24 / 7	Stadtbahnhaltestelle Brunnenstraße							bookcase		openbookcase.org
156	Hannover-Linden Pestalozzistraße	52.373494	9.702971		Büchertauschkiste	24 / 7	privater Betreiber / Pestalozzistr. 13							bookcase		openbookcase.org
