Source	id	lat	lon	OSM
OSM_overpass_query	931625681	50.8806816	6.8913792	amenity: public_bookcase<br>name: Öffentlicher Bücherschrank<br>type: glass_cabinet<br>wheelchair: yes
OSM_overpass_query	948352983	52.9637325	-1.850965	amenity: public_bookcase<br>booth: K6<br>colour: red<br>disused:amenity: telephone<br>ele: 89.0471191<br>name: Phone Booth Book Exchange Point<br>type: phone_box
OSM_overpass_query	967012503	45.4641739	2.7692315	amenity: public_bookcase<br>type: phone_box
OSM_overpass_query	973616024	49.4016843	8.6295775	amenity: public_bookcase<br>name: Eppelheimer Büchertreff<br>note: Freistehendes Bücherregal<br>opening_hours: 24/7<br>wheelchair: limited
OSM_overpass_query	983950020	51.2066707	7.132456	abandoned:amenity: telephone<br>amenity: public_bookcase<br>booth: TelH_78<br>colour: red<br>description: Cronenberger Bücherzelle<br>type: phone_box
OSM_overpass_query	997158165	52.9962422	-1.438346	amenity: public_bookcase<br>booth: K6<br>colour: red<br>disused:amenity: telephone<br>ele: 96.4973145<br>man_made: telephone_box<br>name: Horsley Book Exchange<br>type: phone_box
OSM_overpass_query	1035301346	49.0015128	8.4069493	amenity: public_bookcase<br>check_date: 2021-03-07<br>name: Öffentlicher Bücherschrank<br>note: Frei zugänglicher Schrank mit Bücher. Mitneh[trunc]<br>opening_hours: 24/7<br>source: Stadtbibliothek Karlsruhe<br>wheelchair: yes
OSM_overpass_query	1035571973	49.0900529	-0.6069931	amenity: public_bookcase
OSM_overpass_query	1094789080	49.8580984	8.6509033	amenity: public_bookcase<br>name: Offenes Bücherregal<br>opening_hours: 24/7<br>wheelchair: yes
OSM_overpass_query	1119515893	51.9043985	0.0960325	amenity: public_bookcase<br>booth: K6<br>disused:amenity: telephone<br>phone: no<br>type: phone_box
OSM_overpass_query	1126637106	50.0423356	8.1953445	amenity: public_bookcase<br>name: Bücherschrank<br>operator: africa action
OSM_overpass_query	1137388665	47.0804341	15.4506929	amenity: public_bookcase
OSM_overpass_query	1159256233	45.1270133	5.526886	amenity: public_bookcase<br>type: phone_box
OSM_overpass_query	1185419386	53.0496332	-1.4355754	amenity: public_bookcase<br>booth: K6<br>disused:amenity: telephone<br>ele: 135<br>type: phone_box<br>source: survey
OSM_overpass_query	1210961179	52.9705472	-1.4594578	amenity: public_bookcase<br>booth: K6<br>description: telephone_box<br>disused:amenity: telephone<br>name: The Little Eaton Book Exchange<br>type: phone_box<br>source: survey
OSM_overpass_query	1214037869	51.0894741	-0.4495035	amenity: public_bookcase<br>booth: K6<br>name: Rudgwick Children's Book Exchange<br>type: phone_box
OSM_overpass_query	1222476094	52.8459261	-1.3250642	HE_ref: 1389684<br>amenity: public_bookcase<br>booth: K6<br>colour: red<br>disused:amenity: telephone<br>listed_status: Grade II<br>man_made: telephone_box<br>operator: Lockington cum Hemington Parish Council<br>type: phone_box<br>source: survey<br>source:listed_status: Historic England
OSM_overpass_query	1226763341	49.4622495	8.604269	amenity: public_bookcase<br>wheelchair: yes
OSM_overpass_query	1234587680	45.0688488	4.8304257	amenity: public_bookcase<br>type: phone_box
OSM_overpass_query	1248985572	52.3773463	9.6848238	amenity: public_bookcase<br>description:de: Bücherschrank<br>fee: no<br>wheelchair: yes
OSM_overpass_query	1249230840	53.0340319	-1.3138945	amenity: public_bookcase<br>booth: K6<br>colour: red<br>disused:amenity: telephone<br>man_made: telephone_box<br>note: Burnt out (surveyed 2015-08-15) / repaired ([trunc]<br>type: phone_box<br>source: survey
OSM_overpass_query	1249673919	52.3354226	0.8050256	amenity: public_bookcase<br>booth: K6<br>disused:amenity: telephone<br>man_made: telephone_box<br>name: Book Exchange<br>type: phone_box
OSM_overpass_query	1286936603	52.9666841	-1.8037832	amenity: public_bookcase<br>booth: K6<br>colour: red<br>disused:amenity: telephone<br>man_made: telephone_box<br>old_phone: +44 1335 324212<br>type: phone_box
OSM_overpass_query	1298502479	48.2168271	16.343315	amenity: public_bookcase<br>name: Offener Bücherschrank<br>website: https://www.offener-buecherschrank.at/als[trunc]<br>wheelchair: yes
OSM_overpass_query	1307249572	52.4115609	-0.4413907	amenity: public_bookcase<br>booth: K6<br>colour: red<br>disused:amenity: telephone<br>man_made: telephone_box<br>type: phone_box
OSM_overpass_query	1317337626	53.3250529	11.4993027	amenity: public_bookcase<br>source: knowledge<br>type: phone_box
OSM_overpass_query	1324363331	48.4132147	9.9537266	amenity: public_bookcase<br>name: Bücherkiste Kelternweg<br>opening_hours: 24/7<br>wheelchair: yes
OSM_overpass_query	1346036177	51.3615845	7.5060969	amenity: public_bookcase<br>inscription: Bitte nach Nutzung des Bücherschranke[trunc]<br>operator: Stadtteilforum Eppenhausen e.V.
OSM_overpass_query	1365767591	52.3565145	9.3493587	amenity: public_bookcase<br>type: phone_box
OSM_overpass_query	1375697164	47.205032	-1.5486432	amenity: public_bookcase<br>charity: yes<br>description: Vide lors de la visite.<br>mapillary: KdMhqwOOKwyLazidrgXagQ<br>name: Book Box<br>note: Voir https://wiki.openstreetmap.org/wiki/Wik[trunc]<br>opening_hours: 24/7<br>type: phone_box<br>recycling_type: container<br>source: Mieux trier à Nantes 07/2019<br>survey:date: 2018-11-24
OSM_overpass_query	1380718641	50.0814905	8.2261926	amenity: public_bookcase<br>name: Bücherschrank<br>wheelchair: yes
OSM_overpass_query	1380718644	50.0123236	8.2655463	amenity: public_bookcase
OSM_overpass_query	1385233112	51.2967433	6.2283961	amenity: public_bookcase<br>name: Bücherschrank<br>type: phone_box
OSM_overpass_query	1389937538	51.0220307	-1.5076278	amenity: public_bookcase<br>booth: K6<br>covered: booth<br>disused:amenity: telephone<br>type: phone_box
OSM_overpass_query	1398848223	45.5342807	4.5528904	amenity: public_bookcase<br>type: phone_box
OSM_overpass_query	1400850713	45.5286193	9.3751504	alt_name: Bookcrossing Bussero<br>amenity: public_bookcase<br>artist_name: Willow<br>description: Vecchia cabina telefonica trasformata[trunc]<br>indoor: no<br>name: Bibliocabina<br>opening_hours: 24/7<br>public_bookcase:position: sidewal<br>type: phone_box
OSM_overpass_query	1422453602	50.716753	7.1535569	amenity: public_bookcase<br>name: Offener Bücherschrank<br>opening_hours: 24/7<br>operator: Bürgerstiftung Bonn
OSM_overpass_query	1422453604	50.7332801	7.1065949	amenity: public_bookcase<br>name: Offener Bücherschrank<br>opening_hours: 24/7<br>operator: Bürgerstiftung Bonn<br>wheelchair: yes
OSM_overpass_query	1422453606	50.736778	7.1138932	amenity: public_bookcase<br>name: Offener Bücherschrank<br>opening_hours: 24/7<br>operator: Bürgerstiftung Bonn<br>wheelchair: yes
OSM_overpass_query	1422541042	53.1463293	-1.6073748	amenity: public_bookcase<br>booth: K6<br>colour: red<br>disused:amenity: telephone<br>ele: 186.0000000<br>man_made: telephone_box<br>type: phone_box
OSM_overpass_query	1423373909	47.5605516	8.9037908	amenity: public_bookcase<br>name: Offener Bücherschrank<br>opening_hours: 24/7<br>type: phone_box
OSM_overpass_query	1432486105	52.362207	9.7537523	amenity: public_bookcase<br>check_date: 2021-03-28<br>name: Bücherschrank<br>opening_hours: 24/7<br>website: http://www.werkstatt-treff.de/html/bueche[trunc]<br>wheelchair: yes
OSM_overpass_query	1433938554	53.2752249	-1.4964259	amenity: public_bookcase<br>booth: K6<br>colour: red<br>covered: booth<br>disused:amenity: telephone<br>man_made: telescope<br>type: phone_box
OSM_overpass_query	1434108537	52.3421344	9.7138144	amenity: public_bookcase<br>description:de: Bücherschrank<br>opening_hours: 24/7<br>wheelchair: limited
OSM_overpass_query	1444948991	50.9916985	7.1310202	amenity: public_bookcase<br>name: Öffentlicher Bücherschrank<br>wheelchair: yes
OSM_overpass_query	1445778485	52.4559424	0.6645944	amenity: public_bookcase<br>booth: K6<br>defibrillator:location: in Red telephone box, outs[trunc]<br>emergency: defibrillator<br>fomer_amenity: telephone<br>man_made: telephone_box<br>note: Red telephone box containing AED and book sh[trunc]<br>type: phone_box
OSM_overpass_query	1472965840	52.9553631	-1.661512	amenity: public_bookcase<br>booth: K6<br>colour: red<br>defibrillator:location: inside red phone box (that[trunc]<br>disused:amenity: telephone<br>ele: 124.0000000<br>emergency: defibrillator<br>man_made: telephone_box<br>type: phone_box
OSM_overpass_query	1485782980	51.3466883	1.1898403	amenity: public_bookcase<br>booth: K6<br>disused:amenity: telephone
OSM_overpass_query	1494281198	50.8309601	12.9235376	amenity: public_bookcase<br>name: Bücherschrank
OSM_overpass_query	1496368002	51.5240224	9.9465123	amenity: public_bookcase<br>name: Bücherschrank<br>opening_hours: 24/7<br>operator: Förderer der Straßensozialarbeit e.V.<br>survey:date: 2015-05-13<br>wheelchair: yes
OSM_overpass_query	1529256453	52.5420291	1.1796114	amenity: public_bookcase<br>booth: K6<br>covered: booth<br>note: Booth now used as borrow/swap library<br>opening_hours: 24/7<br>opening_hours:covid19: same<br>payment:coins: no<br>type: phone_box
OSM_overpass_query	1551425598	54.0958415	-1.2770295	amenity: public_bookcase<br>booth: K6<br>covered: booth<br>disused:amenity: telephone<br>man_made: telephone_box<br>type: phone_box
OSM_overpass_query	1559522024	50.2550748	8.6389994	amenity: public_bookcase
OSM_overpass_query	1563931991	50.7302027	7.098375	amenity: public_bookcase<br>operator: Bürgerstiftung Bonn<br>ref:isil: none<br>wheelchair: yes
OSM_overpass_query	1565733918	49.9673047	14.3862281	amenity: public_bookcase
OSM_overpass_query	1567129616	52.0195814	-1.8939319	HE_ref: 504146<br>amenity: public_bookcase<br>booth: K6<br>listed_status: Grade II<br>name: K6 Phone Kiosk<br>type: phone_box<br>source:listed_status: English Heritage
OSM_overpass_query	1567636753	50.1225508	8.6460627	amenity: public_bookcase<br>capacity: 100<br>fixme: wrong position<br>noname: yes<br>operator: Stadt Frankfurt Am Main<br>source: Survey<br>wheelchair: yes
OSM_overpass_query	1582137859	50.0946824	10.7936415	amenity: public_bookcase<br>name: Bücherzelle Ebern<br>opening_hours: 24/7
OSM_overpass_query	1591103952	50.9822543	7.0252811	amenity: public_bookcase<br>name: Öffentlicher Bücherschrank<br>wheelchair: yes
OSM_overpass_query	1631588839	48.4937007	2.194166	amenity: public_bookcase<br>disused:amenity: telephone<br>disused:ref: 1007<br>source: survey
OSM_overpass_query	1642179461	50.0870455	8.2421548	amenity: public_bookcase<br>level: 1<br>note: Im Spital oben
OSM_overpass_query	1674468469	52.3756167	9.7069653	amenity: public_bookcase<br>description:de: Bücherschrank<br>opening_hours: 24/7<br>source: Hannover.de<br>wheelchair: limited
OSM_overpass_query	1694302231	50.968644	6.9486436	amenity: public_bookcase<br>designation: Bücher tauschen in der Telefonzelle<br>name: Bücher tauschen
OSM_overpass_query	1698530596	50.0916956	8.6071775	access:covid19: yes<br>amenity: public_bookcase<br>delivery:covid19: no<br>name: Offener Bücherschrank<br>opening_hours: Mo-Su,PH 00:00-00:00<br>opening_hours:covid19: Mo-Su,PH 00:00-00:00<br>wheelchair: yes
OSM_overpass_query	1712072328	49.3894923	6.045537	amenity: public_bookcase<br>type: phone_box
OSM_overpass_query	1712766202	49.4296343	8.681991	addr:city: Heidelberg<br>addr:country: DE<br>addr:housenumber: 4<br>addr:postcode: 69121<br>addr:street: Mühlingstraße<br>amenity: public_bookcase<br>check_date: 2021-03-28<br>description:de: Öffentliches Bücherregal<br>website: https://chillr.de/offentliche-bucherregal[trunc]<br>wheelchair: yes<br>wheelchair:description: Aus einem Rollstuhl kommt [trunc]
OSM_overpass_query	1712776048	49.4100037	8.6951825	amenity: public_bookcase<br>name: Öffentliches Bücherregal<br>ref: Neugasse. 69117 Heidelberg<br>website: https://chillr.de/offentliche-bucherregal[trunc]<br>wheelchair: limited<br>wheelchair:description: Obere beide Regalreiehn si[trunc]
OSM_overpass_query	1712788622	49.418705	8.7564594	addr:city: Heidelberg<br>addr:postcode: 69118<br>addr:street: Ebertplatz<br>amenity: public_bookcase<br>name: Öffentliches Bücherregal<br>website: https://chillr.de/offentliche-bucherregal[trunc]<br>wheelchair: limited<br>wheelchair:description: Obere beide Regalreiehn si[trunc]
OSM_overpass_query	1718151855	53.5817461	-1.7361396	amenity: public_bookcase<br>booth: K6<br>disused:amenity: telephone<br>name: Local Bookswap<br>type: phone_box<br>source: Bing
