id	title	streethousenumber	postcode	place	country	lat	lon	link	contact	opened	inserted	lastupdate	Source
628	Garbsen / Planetencenter	Planetenring 27	30823	Garbsen	DE	52.418348	9.59645			24 / 7	2017-05-23	2017-05-23	lesestunden.de
629	Bücherschrank Garlstorf	Hanstedter Landstraße 10	21376	Garlstorf	Deutschland	53.237213	10.099665			24 / 7	2017-05-23	2020-01-06	lesestunden.de
630	Geeste Dalum (RWE)	Huberta-Roggendorf-Straße 4	49744	Geeste	DE	52.588195	7.229496	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
631	Gehrden	Hornstraße 2	30989	Gehrden	DE	52.312978	9.600372			24 / 7	2017-05-23	2017-05-23	lesestunden.de
632	Gelbe Telefonzelle Flieden	Ringweg 10	36103	Flieden	DE	50.421664	9.563845			00:00-23:59	2017-05-23	2017-05-23	lesestunden.de
633	Gelsenkirchen / Bonni	Eppmannsweg 32	45896	Gelsenkirchen	DE	51.609632	7.054328			24 / 7	2017-05-23	2017-05-23	lesestunden.de
634	Gelsenkirchen / Gelsendienste	Adenauerallee 100	45891	Gelsenkirchen	DE	51.562275	7.072148			24 / 7	2017-05-23	2017-05-23	lesestunden.de
635	Bücherschrank Gerlafingen	Obergerlafingenstrasse 23	4563	Gerlafingen	Schweiz/Suisse/Svizzera/Svizra	47.169137	7.573985			24 / 7	2017-05-23	2019-09-15	lesestunden.de
637	Gevelsberg	Wasserstraße 1	58285	Gevelsberg	DE	51.32197	7.338634			24 / 7	2017-05-23	2017-05-23	lesestunden.de
638	Geschenkehaus	Am Kreuzstein 2	63477	Maintal	DE	50.152899	8.808551			24 / 7	2017-05-23	2017-05-23	lesestunden.de
639	Gescher (RWE)	Frieterhofstraße 41	48712	Gescher	DE	51.9514829902	7.00338721275	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
640	Giften / Heinrichstraße	Wilhelmstraße 16	31157	Sarstedt	DE	52.214261	9.831363			24 / 7	2017-05-23	2017-05-23	lesestunden.de
643	GiveBox Bad Homburg	Grenzstraße 7-11	61352	Bad Homburg vor der Höhe	DE	50.2193451881	8.64503324032	www.facebook.com/groups/GiveboxBadHomburg/		Mo.-Fr. 8-20 Uhr, Sa. 10-20 Uhr, So. Ruhetag	2017-05-23	2017-05-23	lesestunden.de
644	Givebox KA Lidellplatz	 	76133	Karlsruhe	Deutschland	49.0072843729	8.40727686882	http://ka.stadtwiki.net/Givebox		24/7	2017-05-23	2019-11-03	lesestunden.de
647	GiveBox Calau	Cottbuser Straße 38-39	03205	Calau	DE	51.74701	13.950899	www.facebook.com/WBCCalau			2017-05-23	2017-05-23	lesestunden.de
656	GiveBox Düsseldorf Benrath		40597	Düsseldorf	DE	51.163612	6.872887	www.facebook.com/GiveboxBenrath?ref=ts&fref=ts			2017-05-23	2017-05-23	lesestunden.de
657	GiveBox Düsseldorf Wersten	Burscheider Straße 22	40591	Düsseldorf	DE	51.188892	6.821903	www.facebook.com/pages/Givebox-Wersten/425613284163494?ref=ts&fref=ts			2017-05-23	2017-05-23	lesestunden.de
658	GiveBox Essen	 28	45127	Essen	Deutschland	51.459078060801	7.0134484676265	http://www.facebook.com/GiveboxinEssen			2017-05-23	2019-05-24	lesestunden.de
659	GiveBox Frankfurt am Main	Grusonstraße 4	60314	Frankfurt am Main	DE	50.1130002232	8.70698690414	www.facebook.com/GiveboxFrankfurt			2017-05-23	2017-05-23	lesestunden.de
662	GiveBox Köln	Görlinger-Zentrum 11-15	50829	Köln	DE	50.979993	6.866428	www.facebook.com/pages/Givebox-K-Bocklem%C3%BCnd/330354877007928			2017-05-23	2017-05-23	lesestunden.de
664	GiveBox KA-Durlach	 78	76227	Karlsruhe	Deutschland	48.9994296577	8.4685921669	http://www.facebook.com/GiveboxKarlsruhe			2017-05-23	2019-11-03	lesestunden.de
666	GiveBox Konstanz	Hansegartenstraße 11	78464		Deutschland	47.675018	9.1846882	https://www.facebook.com/giveboxkonstanz/		15.00-22.00	2017-05-23	2018-09-25	lesestunden.de
667	Givebox Offenbach	Auf der Rosenhöhe 55	63069	Offenbach am Main	DE	50.077717	8.75565			24 / 7	2017-05-23	2017-05-23	lesestunden.de
670	GiveBox S-Münster	Freibergstraße 20	70376	Stuttgart	Deutschland	48.823462	9.219428	http://www.facebook.com/GiveboxStuttgart		Unter den Tauschwaren auch einige Bücher	2017-05-23	2019-12-26	lesestunden.de
674	Bücherschrank Gleis 9 3/4	Feldschlösschenstrasse 1	4310		Switzerland	47.550786	7.791463			24/7	2017-05-23	2020-01-05	lesestunden.de
675	Bücherschrank Goldbeck	An der Zuckerfabrik 1	39596	Goldbeck	Deutschland	52.717903	11.860476				2017-05-23	2019-11-09	lesestunden.de
676	Bücherschrank Gomaringen	Lindenstraße 59	72810	Gomaringen	Deutschland	48.453524	9.096229		Bürgerstiftung Gomaringen	24/7	2017-05-23	2019-08-16	lesestunden.de
677	Bücherschrank Göttingen (Holtenser Berg)	 	37079	Göttingen	Deutschland	51.560615	9.903035			24 / 7	2017-05-23	2019-08-22	lesestunden.de
679	Göttingen - Leineberg	Allerstraße 30	37081	Göttingen		51.52637452466	9.9166091904044			24 / 7	2017-05-23	2017-08-07	lesestunden.de
680	Graz - PH Steiermark	Wilhelm-Kienzl-Gasse 31	8010	Graz	AT	47.082297	15.434348				2017-05-23	2017-05-23	lesestunden.de
681	Greetsiel kleine Bücherei im Glockenturm	Hohe Straße 1	26736	Krummhörn		53.5006	7.09392			nur bei gutem Wetter Mo-Sa 11-17 Uhr	2017-05-23	2018-07-17	lesestunden.de
683	Greimada Beecherschrank	St.-Georg-Straße 12	54533	Greimerath	DE	50.040434	6.905673			24 / 7	2017-05-23	2017-05-23	lesestunden.de
684	Grevenbroich - Hülchrath (RWE)	Sebastianusplatz 2	41516	Grevenbroich	DE	51.124667286	6.6602575779	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
685	Griesheim	Alte Falterstraße 7	65933	Frankfurt am Main	DE	50.091708	8.607193			24 / 7	2017-05-23	2017-05-23	lesestunden.de
687	Bücherregal Gummersbach (Halle32)	Steinmüllerallee 10	51643		Deutschland	51.02511	7.563678		Kulturbetrieb der Stadt Gummersbach AöR (02261)920680	zu den Öffnungszeiten der Halle32	2017-05-23	2020-02-17	lesestunden.de
688	Bücherregal Groß-Schwechten (Dorfplatz)	Rhinstraße 	39576	Groß Schwechten	Deutschland	52.685445	11.808429			24 / 7	2017-05-23	2020-03-08	lesestunden.de
689	Gustav-Heinemann-Schule / Rüsselsheim		65428	Rüsselsheim am Main	DE	49.991408	8.423016			zu den Öffnungszeiten der Schule	2017-05-23	2017-05-23	lesestunden.de
690	Gutmann am Dutzendteich	Bayernstraße 150	90478	Nürnberg	DE	49.435283	11.116664			nur zu den Öffnungszeiten zugänglich	2017-05-23	2017-05-23	lesestunden.de
691	Haan (RWE)	Neuer Markt 44	42781	Haan	DE	51.19326	7.010624	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
692	H.u.H. Kaschade Stiftung	Weberstraße 19	39576	Stendal	DE	52.601826	11.857878		http://www.kaschade-stiftung.de/		2017-05-23	2017-05-23	lesestunden.de
693	Hagen im Bremischen-Rechtenfleth	Kehrje 6	27628	Sandstedt	DE	53.379882	8.508289			24 / 7	2017-05-23	2017-05-23	lesestunden.de
695	Hagen-Hohenlimburg	Freiheitstraße 	58119		Deutschland	51.350898	7.56709			24 / 7	2017-05-23	2019-09-02	lesestunden.de
696	Häger	Auf der Bleeke 46	33824	Werther (Westfalen)	DE	52.095198	8.451299			24 / 7	2017-05-23	2017-05-23	lesestunden.de
698	Bücherschrank Hainfeld	Umfahrung Victor-Adler-Platz 	3170		Österreich	48.035856	15.771931				2017-05-23	2019-08-17	lesestunden.de
699	Bücherregal Hallenbad FR-Lehen	Lindenstraße 4	79110	Freiburg im Breisgau	Deutschland	48.017706	7.804587			zu den Öffnungszeiten des Hallenbads	2017-05-23	2020-01-05	lesestunden.de
700	Hamborn / Altmarkt	Hamborner Altmarkt 16	47166	Duisburg	DE	51.490546	6.772645			24 / 7	2017-05-23	2017-05-23	lesestunden.de
701	Bücherschrank HH-Danmbrücke	Alsterdorfer Damm 	22297		Deutschland	53.611550948959	10.001194417162				2017-05-23	2020-01-06	lesestunden.de
702	Bücherschrank Hamm	 11	59065	Hamm	Deutschland	51.682013	7.820789			24 / 7	2017-05-23	2019-10-28	lesestunden.de
703	Hanau / Quartiersplatz	Gärtnerstraße 11	63450	Hanau	DE	50.130191	8.917149		Stadtteilladen Südlicht; +49 6181/5071217	24 / 7	2017-05-23	2017-05-23	lesestunden.de
704	Bücherschrank HH-Eppendorf	 	20251		Deutschland	53.582122	9.973611			24 / 7	2017-05-23	2020-01-06	lesestunden.de
705	Hanau / An der Rosenau	Frankfurter Landstraße 40	63452	Hanau	DE	50.13997	8.902611			24 / 7	2017-05-23	2017-05-23	lesestunden.de
706	Bücherschrank Hammersbach-Marköbel	An der Schafwiese 1	63546	Hammersbach	Deutschland	50.221178	8.990217			24 / 7	2017-05-23	2019-08-23	lesestunden.de
707	Hanau Brückenkopf	Wilhelmstraße 15	63450	Hanau	DE	50.140503	8.923495		http://www.brueckenkopf-hanau.de; +49 06181/15789	tägl. ab 18:00 Uhr	2017-05-23	2017-05-23	lesestunden.de
710	Hannover-Badenstedt	Körtingsdorf 5	30455	Hannover	DE	52.358262	9.686864			24 / 7	2017-05-23	2017-05-23	lesestunden.de
711	Hannover-Ahlem	Wunstorfer Landstraße 50A	30453	Hannover	DE	52.38441	9.665049			24 / 7	2017-05-23	2017-05-23	lesestunden.de
712	Hannover-Bornum	Ludwig-Gleue-Weg 1	30453	Hannover	DE	52.350108	9.684156			24 / 7	2017-05-23	2017-05-23	lesestunden.de
713	Hannover-Bemerode	Bemeroder Rathausplatz 11	30539	Hannover	DE	52.346661	9.828078			24 / 7	2017-05-23	2017-05-23	lesestunden.de
714	Hannover-Bothfeld	Kurze-Kamp-Straße 	30657	Hannover	Deutschland	52.419968568838	9.8011779785156			24 / 7	2017-05-23	2019-02-17	lesestunden.de
715	Hannover-Bult	Rimpaustraße 1	30173	Hannover	DE	52.362137	9.770408			24 / 7	2017-05-23	2017-05-23	lesestunden.de
716	Hannover-Calenberger Neustadt	Rote Reihe 8	30169	Hannover	DE	52.370894	9.728306			24 / 7	2017-05-23	2017-05-23	lesestunden.de
717	Hannover-Döhren	Bernwardstraße 15	30519	Hannover	DE	52.34009	9.763378			24 / 7	2017-05-23	2017-05-23	lesestunden.de
718	Hannover-Davenstedt	Wegsfeld 7	30455	Hannover	DE	52.363425	9.674367			24 / 7	2017-05-23	2017-05-23	lesestunden.de
719	Hannover-Groß-Buchholz II	Milanstraße 75	30627	Hannover	DE	52.392754	9.822263			24 / 7	2017-05-23	2017-05-23	lesestunden.de
720	Hannover-Herrenhausen	Herrenhäuser Straße 76	30419	Hannover	DE	52.393735	9.68416			24 / 7	2017-05-23	2017-05-23	lesestunden.de
721	Hannover-Groß-Buchholz	Bussestraße 38	30655	Hannover	DE	52.402875	9.79942			24 / 7	2017-05-23	2017-05-23	lesestunden.de
722	Hannover-Hainholz	Voltmerstraße 36	30165	Hannover	DE	52.400708	9.716228			24 / 7	2017-05-23	2017-05-23	lesestunden.de
723	Hannover-Ledeburg	Am Fuhrenkampe 104	30419	Hannover	DE	52.412755	9.678304			24 / 7	2017-05-23	2017-05-23	lesestunden.de
724	Hannover-Kleefeld	Ebellstraße 1	30625	Hannover	DE	52.375477	9.795904			24 / 7	2017-05-23	2017-05-23	lesestunden.de
726	Hannover-Linden-Nord	Pfarrlandplatz 6	30451	Hannover	DE	52.375617	9.707253			24 / 7	2017-05-23	2017-05-23	lesestunden.de
727	Hannover-Limmer	Tegtmeyerstraße 21	30453	Hannover		52.377320878691	9.6849160859833			24 / 7	2017-05-23	2017-05-29	lesestunden.de
728	Hannover-Linden-Süd	Haspelmathstraße 30	30449	Hannover	DE	52.360638	9.718278			24 / 7	2017-05-23	2017-05-23	lesestunden.de
729	Hannover-List	Jakobistraße 23	30163	Hannover	DE	52.3899703012	9.74551141262			24 / 7	2017-05-23	2017-05-23	lesestunden.de
731	Hannover-List II / Liliencronplatz	Hebbelstraße 15	30177	Hannover	DE	52.4006121993	9.77516591549			24 / 7	2017-05-23	2017-05-23	lesestunden.de
732	Hannover-Nordstadt	Tulpenstraße 1	30167	Hannover	DE	52.385032	9.724405			24 / 7	2017-05-23	2017-05-23	lesestunden.de
733	Hannover-Oberricklingen	Wallensteinstraße 23D	30459	Hannover	DE	52.342266	9.713445			24 / 7	2017-05-23	2017-05-23	lesestunden.de
734	Hannover-Stöcken	Ithstraße 8	30419	Hannover	DE	52.409334	9.661259			24 / 7	2017-05-23	2017-05-23	lesestunden.de
736	Hannover-Südstadt	Oesterleystraße 7	30171	Hannover	DE	52.362244	9.753709			24 / 7	2017-05-23	2017-05-23	lesestunden.de
737	Hannover-Zoo	Schackstraße 4	30175	Hannover		52.374278	9.761335			24 / 7	2017-05-23	2017-10-30	lesestunden.de
738	Hannover-Wülfel	Hildesheimer Straße 380	30519	Hannover	DE	52.327641	9.777824			24 / 7	2017-05-23	2017-05-23	lesestunden.de
741	Heckenbeck - Bad Gandersheim	Schulstraße 4	37581	Bad Gandersheim	DE	51.8855345054	9.96146678925			24 / 7	2017-05-23	2017-05-23	lesestunden.de
743	Bücherschrank Havixbeck	Blickallee 	48329		Deutschland	51.974844	7.411448			24 / 7	2017-05-23	2019-11-19	lesestunden.de
744	Heek (RWE)	Markt 3	48619	Heek	DE	52.115835	7.112274	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
746	Bücherschrank HD-Altstadt	 	69117	Heidelberg	Deutschland	49.409992	8.695192	http://www.buergerstiftung-heidelberg.de/projekte/aktion-leselust/		24 / 7	2017-05-23	2019-09-17	lesestunden.de
747	Bücherschrank HD-Handschuhsheim I	Mühlingstraße 4	69121	Heidelberg	Deutschland	49.429564	8.682064				2017-05-23	2019-09-17	lesestunden.de
748	Bücherschrank HD-Neuenheim	 	69120	Heidelberg	Deutschland	49.414594	8.690281			24 / 7	2017-05-23	2019-09-17	lesestunden.de
749	Bücherregal HD-Handschuhsheim II	 	69120	Heidelberg	Deutschland	49.418057	8.667424			während der Öffnungszeiten des SLZ, Zimmer A308	2017-05-23	2020-02-08	lesestunden.de
750	Bücherschrank HD-Weststadt	 	69115	Heidelberg	Deutschland	49.403319	8.687483	http://www.buergerstiftung-heidelberg.de/projekte/aktion-leselust/		24 / 7	2017-05-23	2019-09-17	lesestunden.de
751	Bücherregal VHS Heilbronn	 12	74072	Heilbronn	Deutschland	49.141123	9.218085			Öffnungszeiten der VHS: Mo, Mi, Fr:  09:30-13:00 Uhr & 14:00-17:30 Uhr Do: 09:30 - 17:30 Uhr	2017-05-23	2019-08-17	lesestunden.de
753	Bücherschrank Heilbronn	 21	74072	Heilbronn	Deutschland	49.145489	9.2172			24 / 7	2017-05-23	2019-08-27	lesestunden.de
754	Hausen an der Würm	Würmtalstraße 30	71263		Deutschland	48.78937	8.833671		direkt neben Würmtallädchen	24 h / 7 Tage	2017-05-23	2019-08-14	lesestunden.de
755	Bücherregal HN (Waschsalon)	Wilhelmstraße 58/1	74072	Heilbronn	Deutschland	49.132876	9.218165			Di, Mi & Fr: 10:00-18:00 Uhr Do: 10:00-20:00 Uhr Sa: 09:00-18:00 Uhr	2017-05-23	2020-01-12	lesestunden.de
756	Heiligenhaus / Basildonplatz (RWE)		42579	Heiligenhaus		51.326684805716	6.9698887690902	http://bit.ly/innogycases		24 / 7	2017-05-23	2017-09-26	lesestunden.de
758	Hemdingen	Steindamm 9-11	25485	Hemdingen	DE	53.762031	9.835115			24 / 7	2017-05-23	2017-05-23	lesestunden.de
759	Hemer-Ihmert	Ihmerter Straße 282	58675	Hemer	DE	51.32874	7.737796			24 / 7	2017-05-23	2017-05-23	lesestunden.de
760	Hennef	Frankfurter Straße 97	53773	Hennef (Sieg)	DE	50.775368	7.284134			24 / 7	2017-05-23	2017-05-23	lesestunden.de
761	Bücherschrank Heppenheim	Graben 	64646		Deutschland	49.641035	8.643395			24 / 7	2017-05-23	2019-08-22	lesestunden.de
762	Herdecke	Hauptstraße 43	58313	Herdecke	DE	51.400554	7.432667			?	2017-05-23	2017-05-23	lesestunden.de
763	Bücherschrank Herne	Mont-Cenis-Straße 267	44627	Herne	Deutschland	51.53924	7.256412			24 / 7	2017-05-23	2019-09-07	lesestunden.de
764	Herzkamp	Äckern 11	45549	Sprockhövel	DE	51.312565	7.203703			24 / 7	2017-05-23	2017-05-23	lesestunden.de
767	Hilden	Mittelstraße 42	40721	Hilden	DE	51.169277	6.936356			24 / 7	2017-05-23	2017-05-23	lesestunden.de
768	Bücherschrank Himmelgrün Augsburg	Am Alten Schlachthof 9	86153	Augsburg	Deutschland	48.371983147621	10.920493640006			Mo - Fr 7:00 Uhr bis 18:00 Uhr,  Sa + So 8:00 Uhr bis 17:00 Uhr	2017-05-23	2019-08-22	lesestunden.de
769	Hirnzelle Groß-Gerau (Wallerstädten)	Sanddeich 	64521		Deutschland	49.9049970252	8.4536844492	http://Facebook.com/Hirnzelle		24/7	2017-05-23	2019-09-07	lesestunden.de
770	Bücherzelle Hochschule Magdeburg Stendal	Straße der Demokratie 	39576		Deutschland	52.6140988	11.8501783			27/7	2017-05-23	2020-02-22	lesestunden.de
771	Hochschulbibliothek Regensburg		93053	Regensburg		49.002649773913	12.095695114294	www.oth-regensburg.de/hochschule/einrichtungen/hochschulbibliothek.html	bibliothek@oth-regensburg.de	Mo-Fr 08:00-22:00 Uhr, Sa 09:00-20:00 Uhr	2017-05-23	2018-05-08	lesestunden.de
772	Höchst / Ludwig-Erhardt-Schule	Stegerwaldstraße 12	65929	Frankfurt am Main	DE	50.110819	8.534231			24 / 7	2017-05-23	2017-05-23	lesestunden.de
774	Hochstetten-Dhaun / Ortsteil Hochstetten (Innogy)	Hauptstraße 8-10	55606	Hochstetten-Dhaun	DE	49.799117	7.518007	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
775	Bücherregal VHS Hof	Fabrikzeile 	95028		Deutschland	50.3177	11.921577			VHS, während der Öffnungszeiten	2017-05-23	2019-08-21	lesestunden.de
776	Bücherregal Hofgut DA-Oberfeld	Erbacher Straße 125	64287	Darmstadt	Deutschland	49.872858	8.683174	http://www.landwirtschaft-oberfeld.de/hofcafe.html	siehe Link	Mo-Fr: 9-19 Uhr,  Sa: 9-18 Uhr,  So: 9-18 Uhr,  An Feiertagen: 14-18 Uhr	2017-05-23	2019-08-22	lesestunden.de
777	Höhenhaus	Berliner Straße 378	51061	Köln	DE	50.982266	7.025336			24 / 7	2017-05-23	2017-05-23	lesestunden.de
778	Hohenberg-Krusemark	Hauptstraße 3	39596	Hohenberg-Krusemark	DE	52.726383912	11.9471919537				2017-05-23	2017-05-23	lesestunden.de
779	Bücherregal Rathaus Holle	Am Thie 	31188		Deutschland	52.085657	10.159669		gemeinde@holle.de-mail.de	Mo, Fr. 09-12 Uhr,  Di. 13:30-16 Uhr,  Do. 14-18 Uhr	2017-05-23	2019-08-21	lesestunden.de
780	Holle(r)-Terminal		37235	Hessisch Lichtenau	DE	51.16374	9.7355	www.ars-natura-stiftung.de/index.php/de/kunstwerk/121?c=31&ts=7		24/7	2017-05-23	2017-05-23	lesestunden.de
781	Horn-Bad Meinberg / Leopoldstal (RWE)	Heestener Straße 16	32805	Horn-Bad Meinberg	DE	51.848281	8.972948	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
782	Hopsten - OT Schale (RWE)	Poststraße 3	48496	Hopsten	DE	52.44593	7.626962	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
783	Hofheim am Taunus	Homburger Straße 1	65719	Hofheim am Taunus	DE	50.089003	8.452692			24 / 7	2017-05-23	2017-05-23	lesestunden.de
784	Hörstel-Bevergern (RWE), Holzschrank					52.27287949489	7.5830943882465	http://bit.ly/innogycases		24 / 7	2017-05-23	2018-03-01	lesestunden.de
785	Bücherschrank Hoyerswerda	Südstraße 	02977		Deutschland	51.431148	14.259025			24 / 7	2017-05-23	2019-09-05	lesestunden.de
787	Bücherschrank Hüfingen	Hauptstraße 28	78183		Deutschland	47.925594	8.489406			24 / 7	2017-05-23	2019-08-16	lesestunden.de
788	HU Mensa OASE / Berlin-Adlershof	Rudower Chaussee 25	12489	Berlin	DE	52.429399	13.530071		Rudower Chaussee 25, 12489 Berlin-Adlershof	Mo-Fr ca. 08-16 Uhr	2017-05-23	2017-05-23	lesestunden.de
790	Hürtgenwald-Gey (RWE)	Dürener Straße 44-46	52393	Hürtgenwald	DE	50.7492358608	6.42016232014	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
792	Hürth-Hermülheim		50354	Hürth	DE	50.8807302157	6.89139425755			24 / 7	2017-05-23	2017-05-23	lesestunden.de
795	Bücherregal Schwimmbad Ihringen	Sportzentrum Nachtwaid 1	79241	Ihringen	Deutschland	48.031021	7.657846			zu den Öffnungszeiten des Schwimmbads zugänglich	2017-05-23	2020-01-08	lesestunden.de
796	Bücherschrank Illertissen	Jungviehweide 3	89257		Deutschland	48.240342	10.133071			in den warmen Monaten 9.00–18.00 Uhr	2017-05-23	2019-08-21	lesestunden.de
797	Bücherregal Café Immergrün	Jenergasse 6	07743	Jena	Deutschland	50.929733	11.585591			Mo-Sa: 11:00-01:00 Uhr  So: 10:00-22:00 Uhr	2017-05-23	2019-09-07	lesestunden.de
799	Inden (RWE)	Rathausstraße 1	52459	Inden	DE	50.846232	6.358291	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
801	Isselburg (RWE)	Minervastraße 12	46419	Isselburg	DE	51.834621	6.461248	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
802	Itzehoe	Breite Straße 6	25524	Itzehoe	DE	53.922975	9.5184			24 / 7	2017-05-23	2017-05-23	lesestunden.de
803	Insul	Hauptstraße 29	53520	Insul	DE	50.439933	6.914905			24 / 7	2017-05-23	2017-05-23	lesestunden.de
804	Bücherschrank ISAP Zürich	Stampfenbachstrasse 115	8006	Zürich	Schweiz/Suisse/Svizzera/Svizra	47.383890436611	8.5403593629599				2017-05-23	2019-10-03	lesestunden.de
805	Hannover-Kirchrode	Tiergartenstraße 93	30559	Hannover		52.360918504903	9.828286729753			24 / 7	2017-05-23	2018-05-27	lesestunden.de
806	Jobcenter Osterburg	Stendaler Straße 12B	39606	Osterburg (Altmark)	DE	52.786533	11.754396				2017-05-23	2017-05-23	lesestunden.de
807	Jobcenter Stendal	Stadtseeallee 71	39576	Stendal	DE	52.59912	11.837034				2017-05-23	2017-05-23	lesestunden.de
808	Johanniter Krankenhaus Stendal	Wendstraße 31	39576	Stendal	DE	52.610967	11.854549				2017-05-23	2017-05-23	lesestunden.de
809	Jugendanimation Kriens	Luzernerstrasse 13	6010	Kriens	CH	47.034098	8.279762			24/7	2017-05-23	2017-05-23	lesestunden.de
811	JUKUS – Offene Bücherbox	Kernstockgasse 20	8020	Graz	AT	47.0698112567	15.4288119078	www.jukus.at	JUKUS – Verein zur Förderung von Jugend, Kultur und Sport	permanent	2017-05-23	2017-05-23	lesestunden.de
812	Bücherregal Jugendherberge Eichstätt	Reichenaustraße 15	85072		Deutschland	48.8940033	11.1747989	http://www.eichstaett.jugendherberge.de	eichstaett@jugendherberge.de	An Öffnungstagen der Jugendherberge immer zwischen 8:00 und 19:00 Uhr	2017-05-23	2019-09-05	lesestunden.de
813	JUKUZ Aschaffenburg	Kirchhofweg 2	63739	Aschaffenburg	DE	49.971253	9.147872			24/7	2017-05-23	2017-05-23	lesestunden.de
814	Jülich / Altes Rathaus / Marktplatz	Düsseldorfer Straße 1-3	52428	Jülich	DE	50.922319	6.357916			24 / 7	2017-05-23	2017-05-23	lesestunden.de
815	Jülich / AWO	Marie-Juchacz-Weg 2	52428	Jülich	DE	50.919607	6.355653			?	2017-05-23	2017-05-23	lesestunden.de
816	Kaarst (RWE)	Sankt-Eustachius-Platz 10	41564	Kaarst	DE	51.214267	6.580494	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
817	Kaarst / Geschäftsstelle Grüne	Martinusstraße 4	41564	Kaarst	DE	51.231085	6.614408			Mo. ab 16 Uhr, Do. von 9 - 16 Uhr	2017-05-23	2017-05-23	lesestunden.de
818	Kaarst Hofladen Lammertzhof	Neu Lammertzhof 1	41564	Kaarst	DE	51.206957	6.601737			zu den Öffnungszeiten des Hofladens	2017-05-23	2017-05-23	lesestunden.de
819	Kaarst Maubiscenter	Am Maubishof 4	41564	Kaarst	DE	51.2270643118	6.61879062653			24 / 7	2017-05-23	2017-05-23	lesestunden.de
820	Bücherregal Kaffeekult	 	39576		Deutschland	52.60525	11.859481	http://www.kaffeekult-frank.de/		Di-Sa: 10:00-18:00 Uhr,  So & Feiertag: 14:30 – 17:00 Uhr	2017-05-23	2019-11-24	lesestunden.de
821	Kaiserslautern Mehrgenerationenhaus	Kennelstraße 7	67659	Kaiserslautern	DE	49.44448	7.761014	www.mghkl.de/		Mo. - Do.  8:00 - 17:00 Uhr  Fr. 8:00 - 15:00 Uhr	2017-05-23	2017-05-23	lesestunden.de
822	Kalkar (RWE)	Schloßstraße 44	47546	Kalkar	DE	51.78709	6.316758	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
823	Kaltenkirchen	Am Bahnhof 3-5	24568	Kaltenkirchen	DE	53.834803	9.965651			24 / 7	2017-05-23	2017-05-23	lesestunden.de
824	Kamenzer Ecke Sebnitzer Str.	Kamenzer Straße 36	01099	Dresden	DE	51.068032	13.758659			24	2017-05-23	2017-05-23	lesestunden.de
825	Bücherregal Kammerstein	Dorfstraße 	91126	Kammerstein	Deutschland	49.292336	10.970125			Samstag 10-12 Uhr nur mit Betreung	2017-05-23	2019-12-26	lesestunden.de
827	Bücherschrank KA-Rüppurr	Im Grün 3	76199	Karlsruhe	Deutschland	48.9761010323	8.40746998787		Bürgermeisterschaft Rüppurr e.V. Lange Straße 69, 76199 Karlsruhe E-Mail: webmaster@rueppurr.de	24 / 7	2017-05-23	2019-11-03	lesestunden.de
828	Bücherschrank KA-Südstadt	 	76137	Karlsruhe	Deutschland	49.0015553391	8.40695500374			24 / 7	2017-05-23	2019-11-03	lesestunden.de
829	Bücherschrank KA Stadtgarten	Tiergartenweg 	76137	Karlsruhe	Deutschland	48.9973390812	8.39981496334	https://www.karlsruhe.de/b3/freizeit/zoo		Während der Öffnungszeiten des Stadtgartens	2017-05-23	2019-11-03	lesestunden.de
830	Bücherschrank KA-Grötzigen	Mühlstraße 7	76229	Karlsruhe	Deutschland	49.006412	8.496745			24 / 7	2017-05-23	2019-11-03	lesestunden.de
831	Bücherschrank KA-Hagsfeld	Schäferstraße 	76139	Karlsruhe	Deutschland	49.028129	8.460299			24/7	2017-05-23	2019-11-03	lesestunden.de
832	Bücherschrank KA-Gutenbergplatz	 	76135	Karlsruhe	Deutschland	49.009332	8.375981			24 / 7	2017-05-23	2020-02-20	lesestunden.de
833	Bücherschrank KA-Waldstadt	Elbinger Straße 16d	76139	Karlsruhe	Deutschland	49.041599	8.443074				2017-05-23	2019-11-03	lesestunden.de
834	Bücherschrank KA-Neureut	Unterfeldstraße 46	76149	Karlsruhe	Deutschland	49.0508358379	8.38558852673			24/7	2017-05-23	2019-11-03	lesestunden.de
835	Bücherschrank KA-VHS	Kaiserallee 12e	76133	Karlsruhe	Deutschland	49.0114223805	8.37566435337		Volkshochschule Karlsruhe		2017-05-23	2020-02-20	lesestunden.de
