Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Land	BL	Kanton
de.wiki_in_%C3%96sterreich	Lassee	 Obere Hauptstraße, Europapark	Telefonzelle		2018						NÖ	
de.wiki_in_%C3%96sterreich	Lassee	 Stift Melk Gasse, beim Arzthaus	Telefonzelle		2018						NÖ	
de.wiki_in_%C3%96sterreich	Linz	 Zaunmüllerstraße 4	Regal	Offenes Regal, steht im Foyer des Familienzentrum Bulgariplatz kidsmix	2017						OÖ	
de.wiki_in_%C3%96sterreich	Linz	48.276242 14.304495	Telefonzelle	Muldenstraße vor BBRZ							OÖ	
de.wiki_in_%C3%96sterreich	Lunz am See	 Ybbsstraße	Telefonzelle		2019	47.860607	15.031194				NÖ	
de.wiki_in_%C3%96sterreich	Lustenau	 Beim Kindergarten Rheindorf	Metallschrank		2018	47.43483	9.65816				V	
de.wiki_in_%C3%96sterreich	Lustenau	 Beim Rathauspark	Metallschrank		2015	47.42616	9.65956				V	
de.wiki_in_%C3%96sterreich	Lustenau	 Im Hasenfeldpark	Metallschrank		2016	47.41558	9.6581				V	
de.wiki_in_%C3%96sterreich	Lustenau	 Im Parkbad	Metallschrank		2017	47.42852	9.67052				V	
de.wiki_in_%C3%96sterreich	Mauerbach	 Hauptstraße 135	Hütte aus Holz	„Bücherstadl“, finanziert und umgesetzt von Thomas Bruckner	2013						NÖ	
de.wiki_in_%C3%96sterreich	Mistelbach	 Conrad Hötzendorf-Platz, Ecke Franz-Josef-Straße / Alleegasse		Offene Bücherbox	2014	48.568007	16.570822				NÖ	
de.wiki_in_%C3%96sterreich	Mistelbach	 Ecke Grüne Straße/Marienplatz		Offene Bücherbox[14]	2015	48.568023	16.575346				NÖ	
de.wiki_in_%C3%96sterreich	Mödling	 Babenbergergasse 5, vor dem Stadttheater	Schrank		2016	48.083936	16.283938				NÖ	
de.wiki_in_%C3%96sterreich	Mödling	 Guntramsdorfer Straße	Schrank		2016	48.072853	16.29464				NÖ	
de.wiki_in_%C3%96sterreich	Mödling	 Neusiedlerstraße	Schrank		2016	48.08221	16.283726				NÖ	
de.wiki_in_%C3%96sterreich	Mödling	 Pfarrgasse	Schrank		2016	48.08562	16.282807				NÖ	
de.wiki_in_%C3%96sterreich	Mödling	 Stefaniegasse	Schrank		2016	48.086713	16.299403				NÖ	
de.wiki_in_%C3%96sterreich	Mondsee	am Marktplatz direkt vor dem Tor zum Schlosshof	Telefonzelle								OÖ	
de.wiki_in_%C3%96sterreich	Neumarkt am Wallersee	 Breinbergstraße	Telefonzelle	Initiiert und umgesetzt von Verlag Doppelpunkt	2016	47.949417	13.235111				S	
de.wiki_in_%C3%96sterreich	Neumarkt im Hausruckkreis	Vor dem Spar Markt	Schrank		2017						OÖ	
de.wiki_in_%C3%96sterreich	Neunkirchen	 Vor der Postfiliale	Telefonzelle	Direkt vor der Postfiliale[15]	2016						NÖ	
de.wiki_in_%C3%96sterreich	Neusiedl a.d. Zaya	 bei Bahnstraße 34	Schrank		2017	48.60591	16.78813				NÖ	
de.wiki_in_%C3%96sterreich	Nußdorf am Attersee	Badeplatz	Telefonzelle	Seestraße, Einfahrt Campingplatz		47.88082	13.529347				OÖ	
de.wiki_in_%C3%96sterreich	Ollersdorf	 Tallesbrunner Str. 55	alte Tankstelle	initiiert vom Verein Dorf-Leben-Ollersdorf	2019						NÖ	
de.wiki_in_%C3%96sterreich	Ostermiething	 Gemeindeparkplatz	Telefonzelle	Initiiert durch den Verein L(i)ebenswertes Ostermiething[17]	2016	48.045997	12.831984				OÖ	
de.wiki_in_%C3%96sterreich	Pasching	 Bei der VS Langholzfeld		„Bücherzelle“	2015						OÖ	
de.wiki_in_%C3%96sterreich	Patzmannsdorf		Bushaltestelle Warteraum	Initiiert von netten Menschen.	2020	48.6375	16.28115				NÖ	
de.wiki_in_%C3%96sterreich	Perchtoldsdorf	 Wienergasse 29, Spitalskirche	Telefonzelle	Initiiert von Christine Wochermayer-Lützow (Buchladen) und den Wir Niederösterreicherinnen ÖVP Frauen Perchtoldsdorf	2016	48.121613	16.267451				NÖ	
de.wiki_in_%C3%96sterreich	Persenbeug-Gottsdorf	 Marktplatz	Baumbücherschrank	Initiiert durch den Verein Soziales Persenbeug-Gottsdorf	2015						NÖ	
de.wiki_in_%C3%96sterreich	Pill	 Auweg 2	Holzregal	„Piller Bücherschrank“, initiiert durch die Erwachsenenschule Pill, einfaches Regal im Vorraum zu den öffentlichen Toiletten[18]	2014	47.320879	11.681615				T	
de.wiki_in_%C3%96sterreich	Plank am Kamp	 Kirchengasse beim Strandbad	Schrank	Verschönerungsverein Plank am Kamp		48.556025	15.682387				NÖ	
de.wiki_in_%C3%96sterreich	Polling in Tirol	 Polling in Tirol 107	Holzregal	Im Eingangsbereich zum Gemeindeamt Polling i. Tirol	2019						T	
de.wiki_in_%C3%96sterreich	Puchenau	 Golfplatzstraße 1c Im überdachten Bereich, hinter der Rolltreppe	Telefonzelle	Initiiert durch den Kulturausschuss	2016	48.310273	14.234				OÖ	
de.wiki_in_%C3%96sterreich	Purkersdorf	 Hauptplatz bei Fürstenbergbrunnen	Schrank	„Offener Bücherschrank Nr. 1“; das Projekt wurde von Leo Nemec Jun. initiiert und von der Gemeinde Purkersdorf umgesetzt. Der Schrank ist ein Einzelstück und wurde nach eigenen Plänen von der Schlosserei Orman angefertigt.	2017	48.207278	16.177917				NÖ	
de.wiki_in_%C3%96sterreich	Raasdorf	 Altes Dorf, hinter der Kirche	Telefonzelle	Bücherzelle der Kinder- und Jugendbibliothek Raasdorf. Das Projekt „Raasdorfer Bücherzelle“ wurde Dank der Schenkung einer ausgedienten Telefonzelle von Familie Hubert Niedermayer im November 2014 gestartet.[19]	2015	48.24665	16.56499				NÖ	
de.wiki_in_%C3%96sterreich	Salzburg-Gneis	 gegenüber Josef-von-Eichendorff-Straße 5	Telefonzelle	Initiiert vom Salzburger Bildungswerk[20]	Apr. 2014						S	
de.wiki_in_%C3%96sterreich	Salzburg-Itzling	 Veronaplatz	Telefonzelle	„Büchertauschzelle“, initiiert durch das Bewohnerservice Itzling/Elisabeth-Vorstadt[21]	März 2015						S	
de.wiki_in_%C3%96sterreich	Salzburg-Lehen	 Strubergasse 23, Ecke H.C.-Artmann-Platz, vor dem Literaturhaus	Telefonzelle	„Büchertankstelle“, initiiert durch Tomas Friedmann vom Literaturhaus Salzburg	2012	47.808833	13.030722				S	
de.wiki_in_%C3%96sterreich	Salzburg-Maxglan	 Siezenheimer Straße 20, Recyclinghof	Bücherregale	Initiiert durch Abfallservice der Stadt Salzburg	2013						S	
de.wiki_in_%C3%96sterreich	Salzburg-Nonntal	 Ulrike-Gschwandtner-Straße 5, vor der ARGEkultur	Telefonzelle	„Büchertankstelle“, initiiert durch Tomas Friedmann vom Literaturhaus Salzburg	2012	47.79425	13.055889				S	
de.wiki_in_%C3%96sterreich	Schwaz	 Mathoi-Garten	Telefonzelle	„Bücherzelle“ initiiert durch Kathrin Wex	2018						T	
de.wiki_in_%C3%96sterreich	Sinabelkirchen	 Gewerbepark Untergroßau	Telefonzelle	„Büchertankstelle“, mit Solaranlage, nach einer Idee des Vereins RUNDUMkultur in Zusammenarbeit mit der Öffentlichen Bücherei[22]	Okt. 2013						ST	
de.wiki_in_%C3%96sterreich	St. Andrä-Wördern	 Altgasse 28, _ Bücherei Eulennest	Telefonzelle	Offener Bücherschrank	2013	48.33004576	16.20938301				NÖ	
de.wiki_in_%C3%96sterreich	St. Andrä-Wördern Ortsteil Greifenstein an der Donau	 Am alten Hafen 1, Bücherei Eulennest	Telefonzelle	Offener Bücherschrank der Marktgemeinde St. Andrä-Wördern.	2015	48.3452779	16.2377236				NÖ	
de.wiki_in_%C3%96sterreich	St. Pölten	 Matthias Corvinus-Straße 15, Lounge der Fachhochschule		„Book Sharing Shelf“, initiiert von Dawn Kremslehner-Haas und Petra Lesnik	März 2014						NÖ	
de.wiki_in_%C3%96sterreich	St. Pölten	 Spratzerner Kirchenweg 81–83	Telefonzelle	„Bücherzelle“ im Sonnenpark[23]	2016						NÖ	
de.wiki_in_%C3%96sterreich	St. Pölten	 Viehofnersee[24]		„Bücherzelle“	2009						NÖ	
de.wiki_in_%C3%96sterreich	Stockerau	 Sparkassaplatz[25]	Schrank		2016	48.385726	16.214183				NÖ	
de.wiki_in_%C3%96sterreich	Sulz im Wienerwald	 Kirchenplatz 7, zwischen der Pfarrkirche Sulz im Wienerwald "Mariä Namen" und dem ehemaligen Gemeindeamt	Telefonzelle	"Bücherecke" – mit Solarbeleuchtung. Initiative, Realisierung und Finanzierung: VizeBgm. Karl Breitenseher. Projekt-Träger und Betreuung: Kulturverein Wienerwald[26]	2020	48.102175	16.139692				NÖ	
de.wiki_in_%C3%96sterreich	Thalheim bei Wels	 Pater-Bernhard-Rodlberger-Straße 12–14	Regal	Im Eingangsbereich des Studios „Zweimalig Fotografie + Werbung“	2017						OÖ	
de.wiki_in_%C3%96sterreich	Trins	 Dorfplatz	Telefonzelle	„Bücherzelle“, ein Projekt des Jugendforums Trins	2016	47.083505	11.417694				T	
de.wiki_in_%C3%96sterreich	Trofaiach	 Hauptplatz	Telefonzelle	„Bücherbox“	2012						ST	
de.wiki_in_%C3%96sterreich	Villach	 Lederergasse 25		„Die Karawanserei“	2011						K	
de.wiki_in_%C3%96sterreich	Vorchdorf	 Schlossplatz	Telefonzelle	Bücherzelle der öffentlichen Bibliothek Vorchdorf	2019						OÖ	
de.wiki_in_%C3%96sterreich	Wien, 1. Bezirk	 Schottengasse 4		Bücherschrank abgebaut.	2013	48.213078	16.363502				W	
de.wiki_in_%C3%96sterreich	Wien, 10. Bezirk	 Fingergasse 8	Telefonzelle	„Bücherkabine Fingergasse“	2014	48.15449	16.380882				W	
de.wiki_in_%C3%96sterreich	Wien, 10. Bezirk	Bloch Bauer Promenade 20	Bücherregal	Bücherregal "Gleis21"	2020	48.1793768	16.385508				W	
de.wiki_in_%C3%96sterreich	Wien, 11. Bezirk	 Svetelskystraße 9	Telefonzelle	„Bücherkabine Leberberg“	2011	48.154596	16.464168				W	
de.wiki_in_%C3%96sterreich	Wien, 13. Bezirk	  Am Platz 2	Telefonzelle		2020						W	
de.wiki_in_%C3%96sterreich	Wien, 13. Bezirk	 Lainzer Straße 141	Telefonzelle		2017	48.176632	16.283662				W	
de.wiki_in_%C3%96sterreich	Wien, 16. Bezirk	 Brunnengasse, Ecke Grundsteingasse	Schrank, Metall/Acrylglas	Ein Projekt von Frank Gassner[27]	2010	48.207652	16.335055				W	
de.wiki_in_%C3%96sterreich	Wien, 16. Bezirk	 Matteottiplatz	Telefonzelle	„Bücherkabine Matteottiplatz“	2014	48.222737	16.304999				W	
de.wiki_in_%C3%96sterreich	Wien, 17. Bezirk	 Hernalser Hauptstraße 116	Bücherregal	„Bücherbox“ im Sozialcafé des Vereins „Start Up“;[29] Montag bis Freitag 10 bis 17 Uhr, Samstag 10 bis 15 Uhr	2015	48.220446	16.324698				W	
de.wiki_in_%C3%96sterreich	Wien, 18. Bezirk	 Johann-Nepomuk-Vogl-Platz	Büchertaschen	Aktion der Wiener Gebietsbetreuung[30]	2017	48.22343	16.33669				W	
de.wiki_in_%C3%96sterreich	Wien, 2. Bezirk	 Volkertplatz 1	Telefonzelle	"Lesefon"							W	
de.wiki_in_%C3%96sterreich	Wien, 22. Bezirk	 Breitenleer Straße 268	Schrank	Montag bis Samstag 7 bis 18 Uhr,[32] nur im Tausch gegen mitgebrachte Bücher							W	
de.wiki_in_%C3%96sterreich	Wien, 22. Bezirk	 Dechantweg 8, Nationalparkhaus Lobau,	Bücherregal	Mittwoch bis Sonntag 10 – 18 Uhr,[31]		48.194111	16.468722				W	
de.wiki_in_%C3%96sterreich	Wien, 23. Bezirk	 Anton-Baumgartner-Straße 44, Kaufpark Alterlaa, 1. Obergeschoss,	Bücherregal	Montag bis Freitag 6:00 – 20:30 Uhr, Samstag 6:00 – 18:30	2018	48.15142	16.31625				W	
de.wiki_in_%C3%96sterreich	Wien, 23. Bezirk	 Breitenfurter Straße 176, Ecke Gastgebgasse, neben dem Eingang des F23	Schrank	Initiiert durch den Verein FZA[33]	2017	48.151496	16.300307				W	
de.wiki_in_%C3%96sterreich	Wien, 3. Bezirk	 Arenbergpark	Telefonzelle		2015	48.197961	16.391179				W	
de.wiki_in_%C3%96sterreich	Wien, 5. Bezirk	 Margaretenplatz		„Wortschatz“ – Offene Bibliothek Margareten	2011	48.191944	16.358894				W	
de.wiki_in_%C3%96sterreich	Wien, 5. Bezirk	 Wiedner Hauptstraße 108, vor dem Theater Scala	Telefonzelle	„Scala Theater-Bücherschrank“		48.185718	16.362634				W	
de.wiki_in_%C3%96sterreich	Wien, 7. Bezirk	 Zieglergasse / Westbahnstraße	Stahl-Glas Konstruktion	Ein Projekt von Frank Gassner, Aussengestaltung Lois Weinberger[27]	2010	48.201766585969	16.345071136655				W	
de.wiki_in_%C3%96sterreich	Wien, 8. Bezirk	 Josef-Matthias-Hauer-Platz			2013	48.210676	16.344112				W	
de.wiki_in_%C3%96sterreich	Wien, 8. Bezirk	 Zeltgasse 7	Büchertasche	Büchertasche der Wiener Gebietsbetreuung[28]		48.207988	16.349448				W	
de.wiki_in_%C3%96sterreich	Wien, 9. Bezirk	 Sobieskiplatz	Holzschrank	„Offene Bücherei Schubertviertel“	2016	48.226695	16.353433				W	
de.wiki_in_%C3%96sterreich	Wien, 9. Bezirk	Heinz-Heger-Park,  vor Zimmermannplatz 1	Schrank, zementgebundene Holzspanplatten/Metall/Acrylglas	Ein Projekt von Frank Gassner[27]	2011	48.216827	16.34338				W	
de.wiki_in_%C3%96sterreich	Wiener Neudorf	 Europaplatz 2, Gemeindeamt	Telefonzelle		2016	48.222159	16.337883				NÖ	
de.wiki_in_%C3%96sterreich	Wiener Neustadt	 Neunkirchner Straße 22	Schrank	Offener Bücherschrank, initiiert von Jasna Hönigmann, Entwurf und Realisierung durch Manfred Benda	2015	47.8111	16.243699				NÖ	
de.wiki_in_%C3%96sterreich	Wieselburg	 Eingang zum Schlosspark	Schrank	Initiiert durch den Verein „Zukunft Wieselburg“, erstellt vom Künstler Haimo Hüttinger[34]	2013	48.130594	15.138835				NÖ	
de.wiki_in_Baden-Baden	Ebersteinburg	Ebersteinburger Straße 54	Bücherschrank	Öffentlicher Bücherschrank Ebersteinburg[1]		48.7800902937	8.26956152916					
de.wiki_in_Baden-Baden	Haueneberstein	Eberbachstraße 1	Bücherschrank	Bücherschrank im Rathaus[1]		48.80573625	8.2226564132184					
de.wiki_in_Baden-Baden	Neuweier	Mauerbergstraße 97	Bücherschrank	Öffentlicher Bücherschrank Neuweier[1]		48.721791	8.185802					
de.wiki_in_Bayern	Abensberg	 Am Bahnhof	rot gestrichene Telefonzelle	momentan geschlossen! (Stand: September 2020)	Aug. 2019	48.819333	11.84697	93326				
de.wiki_in_Bayern	Altdorf bei Nürnberg	 Am Schlossplatz	Bücherschrank	Bücherschrank Schlossplatz[1]	Juli 2017	49.3848	11.3546	90518				
de.wiki_in_Bayern	Altötting	 Kapuzinerstraße, Ecke Herrenmühlstraße, Stadtbücherei	kleines Bücherschrankerl	ausgemusterte Büchereibücher und Bookcrossingbücher	Jan. 2021	48.2285255	12.6777884	84503				
de.wiki_in_Bayern	Amberg	 Georgenstraße 55	Bücherschrank	[2]	Nov. 2018	49.444133	11.852531	92224				
de.wiki_in_Bayern	Aschaffenburg	 Café Schwarzer Riese, Roßmarkt 38a[5]	Bücherregal	Zugleich Bookcrossing-Zone,[6] zu den Öffnungszeiten des Cafés zugänglich	12. Dez. 2008	49.9746615	9.1504036	63739				
de.wiki_in_Bayern	Aschaffenburg	 Haltepunkt 5 am Regionalen Omnibusbahnhof	Bücherschrank	Zugleich Bookcrossing-Zone[3]	Okt. 2010	49.98	9.1407	63739				
de.wiki_in_Bayern	Aschaffenburg	 Im Eingangsbereich des Evangelischen Jugendzentrums auf der rechten Seite	Bücherschrank	Zugleich Bookcrossing-Zone.[4] Offen Dienstag 13–18 Uhr, Donnerstag 13–21 Uhr, Freitag 14:30–21 Uhr; barrierefrei zugänglich	Nov. 2013	49.9733	9.15131	63739				
de.wiki_in_Bayern	Augsburg	 Am Alten Gaswerk 10 Elektrozentrale Gaswerksmuseum	Telefonzelle	Gefördert durch die Gaswerksfreunde Augsburg e. V., Zugang rund um die Uhr	27. Juni 2020	48.3874	10.8655	86156				
de.wiki_in_Bayern	Augsburg	Hofgarten, hinter dem Dom [7]	Vitrine	Gefördert durch die Augsburger Müller-Spengler-Stiftung. Der Hofgarten ist von April bis Oktober tagsüber von 8 bis 21 Uhr zugänglich, im Winter bleibt er geschlossen; barrierefreier Zugang	22. Juli 2003	48.372533	10.8935	86152				
de.wiki_in_Bayern	Bad Grönenbach	 An einer Straßenkreuzung gegenüber einem Parkplatz neben einer Wanderkarte; Adresse: Rothenstein 2a	Holzschrank	„Projektfonds Aktive Zentren“ der Städtebauförderung in Bayern	11. Apr. 2015	47.86706	10.20267	87730				
de.wiki_in_Bayern	Baiersdorf	vor dem Haus Apothekengäßchen 1	Bücherschrank		1. Okt. 2016	49.6568	11.0315	91083				
de.wiki_in_Bayern	Bamberg	 Austraße 14 im Eingangsbereich des Hofcafés	Bücherregal	Barrierefreier Zugang		49.8933149	10.8875749	96047				
de.wiki_in_Bayern	Bamberg	 Gartenstädter Markt	Rote Telefonzelle	Gefördert und betreut vom Bürgerverein Gartenstadt und der Stadtbücherei	Apr. 2016	49.91474	10.92328	96052				
de.wiki_in_Bayern	Bamberg	 Mitten in Bamberg, vor der Teilbibliothek 5 am Kranen	Bücherschrank	Barrierefreier Zugang _ Ins Leben gerufen wurde er von Andrea Bartl, Professorin für Neuere Deutsche Literaturwissenschaft, zusammen mit Bamberger Germanistik-Studierenden. Finanziert wurde der Bücherschrank durch Spenden des Rotary Clubs Bamberg-Schloss Geyerswörth.[8]	Juni 2017	49.892833	10.886333	96047				
de.wiki_in_Bayern	Bamberg	 Rathaus Maxplatz, 3. Stock, direkt vor Zimmer 317	Bücherschrank	Zugänglich zu Öffnungszeiten des Rathauses, Mo–Do 7:00 bis 18:00 Uhr und Freitag 7:00 bis 14:00 Uhr; barrierefrei erreichbar über Aufzug	März 2013	49.8945922707686	10.8898958611497	96047				
de.wiki_in_Bayern	Bamberg	 Schloss Geyerswörth	Bücherregal	Barrierefreier Zugang	Apr. 2015	49.8910735892962	10.8878326524707	96047				
de.wiki_in_Bayern	Bamberg	Dr.-von-Schmitt-Str. 19	Bücherschrank	Barrierefrei _ Zugänglich zu Öffnungszeiten des Cafés integra MENSCH _ Mo–Fr 8:00 bis 15:00	Jan. 2020	49.8960983	10.8972506	96050				
de.wiki_in_Bayern	Bayreuth	 Luitpoldplatz, zwischen Sparkasse und Rathausbrunnen	Bücherschrank	Barrierefreier Zugang[9]	2007	49.946367	11.576733	95444				
de.wiki_in_Bayern	Brannenburg	Inntalstraße 33 (Am Uhrturmgebäude)	Telefonzelle im DAHOAM im INNTAL Design	Geöffnet für Sägmühler und alle, die gerne lesen	März 2021			83098				
de.wiki_in_Bayern	Breitengüßbach	 Brunnenplatz Zückshut – die Zelle soll jährlich den Standort wechseln und wird daher auch die Ortsteile Hohengüßbach und Unteroberndorf erreichen.	Telefonzelle	Betreut durch die Gemeindebücherei Breitengüßbach	Mai 2018			96149				
de.wiki_in_Bayern	Buchdorf	 Johannes-Kraus-Straße bei der Feuerwehr	Telefonzelle	[10]	23. Apr. 2017	48.782624	10.825851	86675				
de.wiki_in_Bayern	Buchloe	 vor der Sparkasse in der Bahnhofstraße	Bücherschrank	Offener Bücherschrank		48.03597	10.724254	86807				
de.wiki_in_Bayern	Burghausen	 Am Bichl in der Altstadt (an der Türe rechts)	Bücherschrank	Bücherschrank im Café am Bichl, Burghausen. Öffnungszeiten: täglich 9 bis 24 Uhr; Mittwoch Ruhetag	mindestens 2017	48.1558	12.83102	84489				
de.wiki_in_Bayern	Burghausen	 Im Wöhrseebad direkt beim Eingang	Bücherschrank	Bücherschrank im Wöhrseebad, Burghausen, betrieben von der Stadtbibliothek Burghausen. Öffnungszeiten zu den Schwimmzeiten in der warmen Jahreszeit	2017	48.1564	12.82721	84489				
de.wiki_in_Bayern	Cham	 Marktplatz	Bücherschrank	Barrierefreier Zugang. Gefördert und betreut von der Stadtbibliothek Cham.[11]	Aug. 2016	49.21796	12.66635	93413				
de.wiki_in_Bayern	Coburg	 Am Albertsplatz in der Nähe der Bushaltestelle	Bücherschrank	Barrierefreier Zugang	Aug. 2015	50.256497	10.96354	96450				
de.wiki_in_Bayern	Coburg	 Am Theaterplatz neben dem Landestheater	Bücherschrank	Barrierefreier Zugang	Dez. 2011	50.2598127	10.9667415	96450				
de.wiki_in_Bayern	Collenberg		Bücherschrank	Im Treppenhaus des Rathauses befindet sich ein öffentlicher Bücherschrank.		49.771535	9.33975	97903				
de.wiki_in_Bayern	Creußen	 Vor dem neuen Rathaus	Telefonzelle	Betreut durch die VHS	2014	49.845933	11.62635	95473				
de.wiki_in_Bayern	Deggendorf	 Pfleggasse 23	Bücherbaum (Baumstamm) mit Glastür und Dach	Gespendet vom Kunstverein Deggendorf e. V. und Sponsoren, betreut von Freiwilligen (Bücherbaumpaten)	11. Mai 2016	48.8335	12.964183	94469				
de.wiki_in_Bayern	Dietmannsried	 Freibad Dietmannsried, Laubener Straße	Bücherregal	Im Freibad zu den Öffnungszeiten	2015	47.8033915512745	10.2938326957273	87463				
de.wiki_in_Bayern	Dietmannsried	 Rathaus Dietmannsried, Rathausplatz 3	Bücherregal	Im Rathaus zu den Öffnungszeiten	2015	47.8087379	10.2899856	87463				
de.wiki_in_Bayern	Donauwörth	 Museumsplatz im Ried	Bücherregal	Vitrine[12]	Sep. 2016	48.717478	10.77906	86609				
de.wiki_in_Bayern	Dorfen	 _ Terofalstraße Dorfen	Bücherregal	Befestigt am Gartenzaun, rund um die Uhr zugänglich	Juni 2019	48.268989	12.152948	84405				
de.wiki_in_Bayern	Dorfen	 Am Bahndamm, Dorfen	Glasvitrine	Befestigt am Gartenzaun, täglich rund um die Uhr zugänglich		48.2667058066512	12.1548212890217	84405				
de.wiki_in_Bayern	Durach	 Gegenüber der Sparkasse, Kirchenweg 1	Telefonzelle	Umbau und künstlerische Gestaltung durch Schüler[13]	13. Mai 2017	47.697031	10.344815	87471				
de.wiki_in_Bayern	Eching (Landkreis Freising)	 Gemeindebücherei, Danziger Straße 5 (im katholischen Pfarrzentrum)	Bücherregal	Regal in der Gemeindebücherei[17][18]	März 2015	48.2987661	11.6229725	85386				
de.wiki_in_Bayern	Eching (Landkreis Freising)	 Jugendzentrum, Heidestraße 33	Bücherregal	Regal im Jugendzentrum[19]	März 2015	48.29089	11.62291	85386				
de.wiki_in_Bayern	Eching (Landkreis Freising)	 Rathaus, Fürholzener Straße 14	Bücherregal	Regal im Foyer des Rathauses[16]	März 2015	48.3058572	11.6165967	85386				
de.wiki_in_Bayern	Eching (Landkreis Freising)	Alten- und Service-Zentrum, Bahnhofstraße 4	Bücherschrank	„Der größte Bücherschrank steht in der Bibliothek des Alten- und Service-Zentrums,“[14] bzw. „Bücher-Tauschbörse ASZ-Foyer und Bibliothek“[15]	März 2015	48.297493	11.621215	85386				
de.wiki_in_Bayern	Egg an der Günz	 Dr.-Eck-Platz 1	Holzhaus		Juni 2018[20]	48.086655	10.284973	87743				
de.wiki_in_Bayern	Eichenau	 Bahnhofsvorplatz	Telefonzelle	Betreut vom örtlichen Förderverein für kulturelle Bildung[21]	2017	48.17902	11.32836	82223				
de.wiki_in_Bayern	Eichstätt	 Kollegiengebäude I / Bau C, Studihaus, Ostenstraße 26	Bücherschrank	Bücherschrank des Studentischen Konvents der Katholischen Universität Eichstätt-Ingolstadt;[22] zugänglich Montag bis Freitag zwischen 7 und 22 Uhr	2014	48.888194	11.190209	85072				
de.wiki_in_Bayern	Eichstätt	 Stadtbahnhof, Am Anger 1	Telefonzelle	jederzeit zugänglich	2017	48.893048	11.180101	85072				
de.wiki_in_Bayern	Englmannsberg bei Reisbach	Dingolfinger Str. 94	Bananenkiste	initiiert und betreut von Christian Hubl	Nov. 2019	48.588432	12.61503	94419				
de.wiki_in_Bayern	Erlangen	 Vor Nürnberger Straße 4, Nähe ehemaliges Nürnberger Tor	BOKX 02 (Basalt/Stahl/ESG)	Gefördert durch den Lions Club	10. Okt. 2012	49.59433	11.00515	91052				
de.wiki_in_Bayern	Erlangen	Kulturzentrum E-Werk, Fuchsenwiese 1	Bücherschrank	Gestaltet vom Erlanger Künstler Dieter Erhard[23]	12. Okt. 2012	49.6007	11.00182	91054				
de.wiki_in_Bayern	Erlangen-Tennenlohe	 Bushaltestelle „Tennenlohe Kirche“, Sebastianstraße	Buchhaltestelle	Mit freundlicher Unterstützung der EStW, des Ortsbeirates Tennenlohe und einiger ehrenamtlich engagierter Bürger, geöffnet 24/7	24. Mai 2016	49.549633	11.030233	91058				
de.wiki_in_Bayern	Feucht	 Hauptstraße, im Barockgarten des Tucherschlosses	Bücherschrank	Gemeindebücherei Markt Feucht mit Unterstützung durch die Buchhandlung Kuhn in Feucht	Aug. 2010[24]	49.373883	11.213483	90537				
de.wiki_in_Bayern	Freilassing	 Gewerbegasse 5-6	Bücherschrank (Tortenvitrine)	Neben dem Bioladen, rund um die Uhr zugänglich.	2019	47.838122	12.980786	83395				
de.wiki_in_Bayern	Friedberg	 Ludwigstraße, vor St. Jakob	Bücherschrank (Stahl, ESG)	Eine Initiative von Wolfram Grzabka und Gabriela Palm, gestiftet von der Friedberger Werbeagentur „grzabka creative“, Bücher-Erstausstattung durch die „deVega Medien GmbH“	6. Nov. 2015	48.354983	10.979967	86316				
de.wiki_in_Bayern	Friesheim (Gemeinde Barbing)	 Bushaltestelle am Dorfplatz in der Friesheimer Hauptstraße	Werkstattschrank	Initiative von Christine Kroschinski, Spende eines Schrankes von Heinz Kroschinski, Montage: Xaver Girschick und Heinz Kroschinski, Erstausstattung: Buchhändlerin Michaela Sheppard, Renate Girschick und Christine Kroschinski[25][26]	16. März 2021			93092				
de.wiki_in_Bayern	Fürth	 Dr.-Konrad-Adenauer-Anlage	Bücherschrank	Initiiert vom Kulturamt der Stadt Fürth; betreut vom Kulturamt und Paten	Juli 2019	49.473017	10.991233	90762				
de.wiki_in_Bayern	Fürth	 Foyer im Kulturforum Fürth	Bücherregal		2012	49.4803409	10.9825766	90762				
de.wiki_in_Bayern	Fürth	 Gustavstraße 54	Bücherschrank	Initiiert und betreut vom Kulturamt der Stadt Fürth	2014	49.479733	10.987717	90762				
de.wiki_in_Bayern	Garching	Am Maibaumplatz	Bücherzelle	gestiftet vom Rotary-Club Garching-Ismaning	Apr. 2021			85748				
de.wiki_in_Bayern	Gilching	 Am Markt 6, vor dem Café Reis[27]	Bücherschrank	Initiiert von einer Bäckerei	2. Jan. 2007	48.1088165	11.2990716	82205				
de.wiki_in_Bayern	Großostheim	Promenadenweg, Nähe Mühltörchen neben Kinderspielplatz	Telefonzelle		Okt. 2020	49.92004	9.07174	63762				
de.wiki_in_Bayern	Haar	 Münchener Straße 3	Bücherregal	In der Volkshochschule Haar, zugänglich zu deren Öffnungszeiten[28]	1. Okt. 2014	48.1086043	11.7251067	85540				
de.wiki_in_Bayern	Hafenlohr	 Hauptstraße 9, ehemalige Raiffeisenbank-Filiale mit noch bestehendem Geldautomaten, dadurch jederzeit zugänglich	Bücherregal	Danke an die Initiatoren!	2018	49.8693349	9.6039086	97840				
de.wiki_in_Bayern	Haiming	 Im Ortsteil Eisching, an der Straße mit einer Bank	Bücherzelle	Initiiert von einer Familie	2016	48.2295226	12.867797	84533				
