Adresse	Code_Postal	Ville	Pays	Remarque	Source	lat	lon
rue du Général De Gaulle	57100	Thionville	France	Une armoire à livre rouge située au fond du Parc Napoléon, près de l aire de jeux	boite-a-lire.com	49.3609317	6.1722727
place de la République	57100	Thionville	France	Une armoire à livre bleue située au fond du Parc Wilson, près de l aire de jeux	boite-a-lire.com	49.3556716	6.1639425
rue de la Gare	57270	Uckange	France	Grande armoire abritée sous le préau de la gare SNCF	boite-a-lire.com	49.302257	6.1574325
rue du coteau	88000	dogneville	France	La boite se trouve sur al gauche de la rue en descendant vers la Moselle.	boite-a-lire.com	48.199137	6.449579
Avenue saint Sulpice	60150	Le Plessis-brion	France	Elle se trouve au croisement de l avenue saint Sulpice avec la rue d'offemont.	boite-a-lire.com	49.4617843	2.8879358
rue de l église	55800	MOGNEVILLE	France	à côté de la mairie, dans la cour de l agence postale.2 cabines téléphoniques recyclées : une en boîte à lire l autre en boîte à dons ou l'on dépose les objets en bon état qui ne nous servent plus	boite-a-lire.com	48.7834803	5.0051676
6 Avenue des Ducs de la Force	24130	La Force	France	Adossée à la maire	boite-a-lire.com	44.8669999	0.3754394
30 rue de la croix	74210	st ferreol	France	informelle et a l'abri de la pluie, posez et prenez des livres tout au long de l'annee	boite-a-lire.com	45.7656722	6.3072084
1, rue l'hérisson	33800	BORDEAUX	France	Nouvelle boite à lire à Bordeaux au centre d animation Argonne Nansouty. 	boite-a-lire.com	44.8240446	-0.5779557
place de la gare	46100	figeac	France	devant la gare	boite-a-lire.com	44.6038644	2.0373083
1, avenue du Pasteur Martin Luther King	78230	le pecq	France	devant la piscine des Vignes Benettes	boite-a-lire.com	48.8809252	2.0957293
Place Madeleine Renaud 	36000	Châteauroux	France		boite-a-lire.com	46.8094906	1.6910657
Cours Saint-Luc	36000	Châteauroux	France		boite-a-lire.com	46.8116984	1.6971159
Route de Tours	36000	Châteauroux	France		boite-a-lire.com	46.8183627	1.6777866
Rue du Port Halte nautique	52200	CHAMPIGNY LES LANGRES	France		boite-a-lire.com	47.881873	5.338596
Parc de Dêomas	07100	ANNONAY	France	A l intérieur du parc	boite-a-lire.com	45.2564067	4.6716341
17 Rue Carnot	92240	Malakoff	France	Boîte à lire dans la clôture du 17 rue Carnot	boite-a-lire.com	48.8121944778383	2.27775871753693
Route de fichous	64410	Louvigny	France	Sous l'abri de bus situé juste à côté de la mairie	boite-a-lire.com	43.50127	-0.455592
Rue des écoles	64410	Louvigny	France	La cabane à partage.Ici pas seulement des livres, mais tous les objets dont sur le libre échange	boite-a-lire.com	43.5333488	-0.4077803
jardin Olbuis Riquier	83400	Hyères	France	une place de choix : un jardin rempli d'enfants	boite-a-lire.com	43.1107174	6.1363658
Gare sncf	88110	Raon l étape	France	Elle est située dans le parc près de la gare sncf de raon l étape	boite-a-lire.com	48.403928	6.837065
parc Roscoff 	89000	Auxerre	France	Cette boîte à lire se trouve dans l'allée entre le parc Roscoff et le parking Roscoff, dans le prolongement de l'allée Saint-Amarin.	boite-a-lire.com	47.7980889	3.5770008
rue des genets	29610	Plourin les morlaix	France	dans un petit square entre la maison de retraite Ker an dero et le centre social	boite-a-lire.com	48.5365759	-3.787444
place de la mairie	56380	GUER	France	la municipalité devait en installer 4 avant cet été mais une seule est opérationnelle, celle-ci.	boite-a-lire.com	47.9038157	-2.1202619
Place de l église	14740	Secqueville en Bessin	France	Mise en place depuis peu, elle se situe à côté de l église.	boite-a-lire.com	49.2358169	-0.5221852
Rue du Cardinal de Cabrières	34060	Montpellier	France	Cette boîte à lire se situe à l intérieur du bâtiment 2 de la faculté de droit de Montpellier, au rez-de-chaussée.	boite-a-lire.com	43.6138324787005	3.87479424476624
Place Lénine	94500	Champigny sur marne	France	Boite à dons d objets et de livres. Très bien fournie et agréable	boite-a-lire.com	48.8123297	2.5102498
Place du général Leclerc	80450	CAMON	France	Boite à lire située juste en face du bar tabac Le Reinitas, sous le préau.	boite-a-lire.com	49.8878248	2.3444346
rue du bras de fer	34000	Montpellier	France	Petite boite à lire des commercants de la rue	boite-a-lire.com	43.6096532922202	3.87612998485565
place des acacias	49150	PONTIGNE	France	Réfrigérateur recyclé en boite à lire redécoré installé au fond de la place sous les arbres à côté d un banc pour éventuellement échanger quelques conversations avec les amateurs de livres	boite-a-lire.com	47.5483399	-0.0412
rue des bons raisins 	92500	Rueil-Malmaison	France	à l'angle de la rue Voltaire.Ancienne cabine téléphonique	boite-a-lire.com	48.872489	2.196155
Place de la mairie	72110	Torcé-en-Vallée	France	Sous le porche à côté de la Mairie	boite-a-lire.com	48.1338421	0.3967592
512 route de carpantras	84270	vedene	France	Corbeille à livre se trouve dans le magasin betty fleur	boite-a-lire.com	44.0053675	4.9353842
rue du chay	17690	Angoulins sur mer	France	Le port loiron. Boite à lire interessante car lorsqu on a oublié son livre on peut en trouver ici 	boite-a-lire.com	46.103333	-1.116998
1 route d Azieu	69720	Saint-Bonnet-de-Mure	France	en face de la place de l ancienne mairie	boite-a-lire.com	45.6939723	5.0299008
14 rue de l église	69720	Saint-Laurent-de-Mure	France	La boite à livre est située dans la partie piétonne de la rue de l église, à l'entrée du bois du baron.	boite-a-lire.com	45.6846356	5.0462725
Rue de la Bastide	84210	Le Beaucet	France	Dans le lavoir	boite-a-lire.com	43.9116	5.198731
Av. Jahn Reisen, 11 Urbanización Cañada del Río	35627	las palma	France	boite a livre se trouve au fond du hall de l hotel SBH Monica beach costa calma Ile de  fuerteventura EspagneLivres en francais anglais espagnol et allemand	boite-a-lire.com	28.1668015	-14.2204713
34 Avenue Beauregard	1700	Fribourg	Suisse	à côté de la boulangerie Lauper	boite-a-lire.com	46.8019038	7.145531
Boulevard Robert Jarry	72000	Le mans	France	Parvis Gare Nord	boite-a-lire.com	47.9962695	0.1919746
4 rue Marceau	72000	Le mans	France	Parc Théodore Monod contre le bâtiment conciergerie du Parc, proche de l'espace jeux	boite-a-lire.com	48.0100187	0.1812238
Square Jaques Dubois	72000	Le mans	France	Dans le vieux mans, Square Jacques Dubois, en face de la maison du Pilier Rouge.	boite-a-lire.com	48.0086676	0.1969221
place de la République	72000	Le mans	France	place de la république, proche de la sortie du parking par les escaliers	boite-a-lire.com	48.0037942	0.1971069
4 rue Sinault	72000	Le mans	France	Jardin des Plantes près du plan d eau, en arrivant par la rue de l'Éventail	boite-a-lire.com	48.0065748	0.2092179
Les Jalinieux	87250	Bessines-sur-Gartempe	France	A côté du panneau d affichage	boite-a-lire.com	46.104208	1.33537
hameau de Malville	38510	Creys-Mépieu	France	Cette boîte a été installée dans le Centre d'Information au Public de la Centrale Nucléaire EDF, par l équipe communication du site EDF de Creys. Elle est alimentée par les employés du site et par les visiteurs. La boîte contient des romans, guides, histoires pour enfants etc.	boite-a-lire.com	45.7594205	5.4731056
place de la Nouvelle Orléans	45000	Orléans	France	Installée par la mairie d Orléans	boite-a-lire.com	47.9188874593168	1.89577460289001
allée de l'arche	45650	Saint Jean le Blanc	France	Beaucoup d'ouvrages enfants	boite-a-lire.com	47.8808537	1.9358857
Avenue de la 1ère Armée	83300	Draguignan	France	A l'entrée du parc Chabran	boite-a-lire.com	43.5321537319977	6.4730179309845
8 Rue Condorcet	37540	ST CYR SUR LOIRE	France		boite-a-lire.com	47.4233032	0.666242
Place de la Nouvelle Orléans	45000	Orléans	France	Installée par la mairie d'Orléans	boite-a-lire.com	47.9190492401999	1.8958443403244
Parc Pasteur	45000	Orléans	France	Installée par la mairie d'Orléans, à côté des bancs entourant le petit lac	boite-a-lire.com	47.9075219851606	1.91177666187286
Place Dunois	45000	Orléans	France	Installée par la mairie d'Orléans	boite-a-lire.com	47.9077844870979	1.89385414123535
Place Saint Laurent	45000	Orléans	France	Installée par la mairie d'Orléans	boite-a-lire.com	47.8989953422066	1.89183712005615
Quai du Roi	45000	Orléans	France	Installée par la mairie d'Orléans	boite-a-lire.com	47.8997621	1.9257224
Ecole Michel de la Fournière	45000	Orléans	France	Installée par la mairie d'Orléans	boite-a-lire.com	47.9241432816813	1.92636251449585
11 place de la Mairie	34120	Castelnau-de-Guers	France	Elle se trouve face à la mairie	boite-a-lire.com	43.435333824473	3.43940198421478
Avenue de Longueuil	78600	Maisons-Laffitte	France	Bibliobox jaune	boite-a-lire.com	48.946882	2.1463114
place de l'hotel de ville	83170	tourves	France	Dans l'ancien lavoir du jardin d'astros	boite-a-lire.com	43.4051821	5.9227072
4 rue de la mairie	33720	VIRELADE	France	La boite est à gauche du parc de jeux pour enfants. Beaucoup de livres entre 2012 et 2016	boite-a-lire.com	44.6676233	-0.3827877
64 rue d Estienne d'orves	92500	RUEIL MALMAISON	France	Ancienne cabine téléphonique réaménagée en bibliothèque, située sur la place du supermarché	boite-a-lire.com	48.8858936	2.1800858
Ruelle Maillet	59550	Maroilles	France		boite-a-lire.com	50.136823	3.763156
5 Avenue Robert Deschamps	59126	Linselles	France	La boite à lire se trouve à l'entrée du centre enfance/famille de la commune	boite-a-lire.com	50.7375893	3.0821674
Avenue du général de Gaulle	59910	Bondues	France	La boite à lire se trouve à proximité du groupe scolaire Les Obeaux et près du complexe sportif.	boite-a-lire.com	50.7029457	3.09747
La Manutention - Espace Delaroche	05200	EMBRUN	France	LIONS CLUB	boite-a-lire.com	44.56322	6.49769
Place de l'eglise	74500	Féternes	France	Belle Cabine téléphonique très bien rangée	boite-a-lire.com	46.4011797	6.5877232
12 chemin du Belvèdère	30900	NIMES	France	Square de l'alouette, proche de l'ARAMAV	boite-a-lire.com	43.8327255	4.3378844
165 rue de Goulaine	44115	Basse Goulaine	France	Sur la boîte aux lettres du numéro 165. Près de l arrêt de car.	boite-a-lire.com	47.2057779	-1.4580047
Rue de l'Eglise	62120	Wittes	France	Située juste à la droite de la mairie, contre le mur avant la salle des fêtes Louis Vicart.	boite-a-lire.com	50.6688579495376	2.39240169525147
La Touille	24250	Cénac et Saint Julien	France	sur la place de la mairie, à côté des toilettes et du distributeur bancaire	boite-a-lire.com	44.799433	1.196735
Tournepique	24250	Castelnaud la Chapelle	France	sur la place commerçante en bas du bourg, entre la poste et la salle communale	boite-a-lire.com	44.813891	1.15092
avenue du Général Leclerc	24200	Sarlat	France	côté Place de la Grande Rigaudie, à côté de la boite à lettres postale	boite-a-lire.com	44.8865666	1.2167814
33 rue principale	68390	Baldersheim	France	A coté de la supérette , pour les adultes et en face de la mairie , dans la cabine téléphonique pour les enfants.	boite-a-lire.com	47.8019873	7.3802075
Le Bourg	33540	saint laurent du bois	France	Dans l'abris en face de l'école	boite-a-lire.com	44.635608	-0.136064
rue de la Maréchale	55000	Bar le Duc	France	Parc de l'hôtel de ville avec 3 entrées possibleselle est située du côté des jeux pour enfants.  A  noter que cette boite à lire est peu remplie en hiver à cause des aléas climatiques :  humidité, froid	boite-a-lire.com	48.771219	5.162588
2 route de terrefort	24520	saint sauveur	France	Parking de l'école la cabine téléphonique rouge.Prenez, lisez, emportez, déposez des livres quand vous voulez, comme vous voulez.	boite-a-lire.com	44.8708	0.579137
saint-rémy de provence	13160	CHATEAURENARD	France	à côté des services techniques de la Mairie	boite-a-lire.com	43.8890038	4.8416936
Centre commercial Auchan	89200	Avallon	France	Auchan a mis à disposition ses invendus au public avec l esprit de la "boîte à lire". On peut également en déposer. Il y a un peu de tout, mais très souvent des livres âgés...	boite-a-lire.com	47.4983907	3.9062736
34 rue Pierre goujon	84250	Le thor	France	Boîte disponible hors jour de pluie	boite-a-lire.com	43.9295121	4.9952772
27 rue heureuse	59610	Feron	France	Elle se trouve dans la salle d attente du dentiste.	boite-a-lire.com	50.0465223	4.0329343
18 allée Pierre Chevallier	45000	Orléans	France	Cette boîte à lire est située devant l'entrée du centre d'animation sociale. Elle a été réalisée en partenariat avec les Papillons Blancs de l ADAPEI45 qui en ont fait les plans et le montage. L'installation et l'inauguration ont été effectuées par la ville d'Orléans. Elle dispose de deux étages. 1 pour les romans adultes. Et 1 autre pour la jeunesse.	boite-a-lire.com	47.9017745	1.8798173
rue Jules Ferry	91310	Linas	France	bibliothèque en fer, vitrée, avec siège attenant	boite-a-lire.com	48.6316393734665	2.26661145687103
rue de la République	91340	Ollainville	France	bibliothèque vitrée avec siège attenant	boite-a-lire.com	48.5895032645024	2.2199410200119
rue de Marcoussis	91470	Limours	France	bibliothèque astucieusement installée dans le renfoncement d une porte non utilisée d'un pavillon	boite-a-lire.com	48.6455474	2.0867169
Gare de Versailles chantiers	78000	Versailles	France	Boîte de couleur orange, installée par la région IDF le 17 janvier 2018 à l'intérieur de la gare de Versailles chantiers à côté de l'entrée de la porte de Buc.	boite-a-lire.com	48.7956498	2.1357247
4 rue Florian laporte	56100	LORIENT	France	Venez déposer, prendre, échanger des livres !Ici, on a un petit goût pour l'engagement solidaire !	boite-a-lire.com	47.7311945	-3.3617847
place des halles	30660	Gallargues le Montueux	France	Dans un angle sous cette magnifique Halles, vous trouverez une boite à livres.	boite-a-lire.com	43.7215793	4.1747188
59 rue Roger Glinel	50460	Querqueville	France	Dans la cour, devant le centre socio-culturel	boite-a-lire.com	49.6654002	-1.6926045
22 rue Charles de gaules	95170	Deuil la barre	France	Face au 22, devant l?affichage administratif	boite-a-lire.com	48.97576	2.3268297
1 Rue du Rouillon	91160	Ballainvilliers	France	Au début de la place, face au numéro 4	boite-a-lire.com	48.6766314	2.2927494
47 rue de la Libération	91590	Boissy-Le-Cutté	France	Sur le trottoir.	boite-a-lire.com	48.471769	2.2861846
9 Rue Masséna	06110	Le Cannet	France	A l entrée du Square Carnot, au croisement de la rue Masséna et de l'avenue de Lyon	boite-a-lire.com	43.565441	7.0183637
Rue de l Eglise	86470	Lavausseau	France	Située au coeur du village, près du restaurant  A fleur de peau" en face du parking 	boite-a-lire.com	46.5599052	0.069951
 à côté de l arrêt de car.					boite-a-lire.com		
Place de la Mairie	85150	SAINT MATHURIN	France	Proche de la boîte aux lettres de la Poste parking de la Mairie	boite-a-lire.com	46.5463768	-1.6717958
Boulevard Henri Wallon	13130	BERRE-L ETANG	France	Au niveau de la station-essence de Carrefour Market à côté de la laverie. Armoire rouge et blanche	boite-a-lire.com	43.490929	5.171946
5 rue de la Poste	79420	Reffannes	France	Elle se trouve dans l agence Postale au niveau du guichet.	boite-a-lire.com	46.5498655	-0.1892063
1 rue de la paix	62200	BOULOGNE SUR MER	France	Boîte à lire entre l'eglise et Izmir Kabab	boite-a-lire.com	50.7290738	1.6105963
Place de la mairie	90360	La chapelle sous rougemont	France	Face a la mairie et l ecole municipale.  Ancienne cabine téléphonique rouge	boite-a-lire.com	47.7118113	7.0152709
109, avenue des Prairies	50110	Tourlaville	France	Près de la mairie	boite-a-lire.com	49.6407989	-1.5798337
1 Place Mésirard	28100	Dreux	France	Dans la médiathèque : boîte à livres supprimée 	boite-a-lire.com	48.7345539	1.3631792
Chemin des rondes	26160	Puygiron	France	Une belle cabine téléphonique qui se change en boîte à lire.Plusieurs univers à découvrir	boite-a-lire.com	46.5646207	0.4673373
allex	26400	allex	France	La boite est située  contre le lavoir au centre  du très beau village.	boite-a-lire.com	44.765074	4.9154479
mairie	69730	genay	France	Boite a côté de la mairie bien remplie. La bibliothèque met quelques livres des fois.	boite-a-lire.com	45.8972849339568	4.84074890613556
mairie	69730	genay	France	boite à côté de la mairie bien remplie la bibliothèque  met quelques livres des fois	boite-a-lire.com	45.8934437	4.8439
 	17488	cadaques	Espagne	la boite se trouve  en face de la sortie du grand  parking payant livres en espagnol, français, allemand il y en a pour tous les goûts.	boite-a-lire.com	42.2887571	3.2779723
cafe  le proton minet	69480	les cheres route nationale 6	France	à droite en entrant dans le café	boite-a-lire.com	45.8896241	4.7426549
rue de l Hotel de ville	4031	Angleur	Belgique	Dans le hall d entrée de la maison communale	boite-a-lire.com	50.6128114	5.5855771
Bâtiment U palazzu	20136	Bocognano	France	La boîte à lire se trouve à l'entrée de la médiathèque. Des livres pour les petits et grands .Réapprovisionnée tous les jours ...Une vrai mine ...	boite-a-lire.com	42.081804	9.060516
325 chemin de camplanier	30000	Nimes	France	Au croisement avec le chemin des écoliers	boite-a-lire.com	43.838982	4.3376375
Promenade des Rochers	64500	Saint-Jean de Luz	France	Sur la promenade le long de la jetée, tout au bout, au pied de la colline de Sainte-Barbe, une autre grande boîte à livres municipale souvent pleine de livres à échanger !	boite-a-lire.com	43.39846	-1.661636
Place du Collège	64500	Saint-Jean de Luz	France	Sur la place du collège, à proximité d'un des bancs, devant le magasin Larralde, une des boîtes à lire municipales vous attend - et elle est souvent remplie !	boite-a-lire.com	43.3890349	-1.6605964
Promenade du Front de Mer	17200	Royan	France	La boîte se trouve près du parking du port et de la base nautique	boite-a-lire.com	45.6216196	-1.0302545
Rue du Logis	17640	Vaux-sur-Mer	France	Face à l'hôtel de ville.	boite-a-lire.com	45.6458142	-1.0632874
Place de la Résistance	17110	Saint-Georges-de-Didonne	France	La boîte se trouve sur la place de la Résistance, à l'angle de la rue du Canton.	boite-a-lire.com	45.6037473	-0.9851108
Saint Georges Voiles	17110	Saint-Georges-de-Didonne	France	La boîte à livres se trouve, promenade Charles Marter, près de la base nautique.	boite-a-lire.com	45.601172	-0.999911
1 Avenue Charles de Gaulle	17420	Saint-Palais-sur-Mer	France	La boîte à lire se trouve à l'entrée du parc, près de l'aire de jeux pour enfants.	boite-a-lire.com	45.6461966	-1.0886109
 	74150	RUMILLY	France	Mise à disposition d'une boîte à lire près de l'ancienne tannerie. Il y a même un banc en face pour se poser un moment.	boite-a-lire.com	45.867137	5.942357
Plan d'eau	74150	RUMILLY	France	Très grande boîte à lire sur 3 niveaux	boite-a-lire.com	45.8573206	5.9386903
22 bd Mathieu Bertier	84170	MONTEUX	France	La boîte se trouve dans le hall de la MJC	boite-a-lire.com	44.0341	4.991029
rue de Bavilliers	90800	Bavilliers	France	Abris bus en béton transformé en boite à lire	boite-a-lire.com	47.619351900501	6.84784591197968
Parc de Bécon	92400	Courbevoie	France	A l'entrée du parc	boite-a-lire.com	48.9003512600143	2.26978182792664
devant la poste	35800	saint lunaire	France	Jolie boite à lire, bien fournie.	boite-a-lire.com	48.6362031	-2.110693
Place de L église	35190	Saint Domineur	France	Un parking est tout près.	boite-a-lire.com	48.3730356	-1.8757984
Avenue Jean de Vivonne	17600	Pisany	France	La boîte à livres est installée dans une ancienne cabine téléphonique face à la Poste.	boite-a-lire.com	45.7023089	-0.785973
Avenue des Semis	17200	Royan	France	Une boîte à livres attenante à la supérette Vival, dans le quartier du Parc	boite-a-lire.com	45.618305	-1.01066
Place Eugène Papin	17320	Saint-Just-Luzac	France	La boîte à livres se trouve devant la boulangerie.	boite-a-lire.com	45.8011717	-1.0358147
Jardin Public de Marennes	17320	Marennes	France	La boîte à livres se trouve dans le jardin public, près de l aire de jeux des enfants.	boite-a-lire.com	45.8204368263119	-1.11060082912445
Place des Filles de la Sagesse	17370	Saint-Trojan-les-Bains	France	La boîte se trouve près du marché couvert.	boite-a-lire.com	45.8422719	-1.2070736
59 route des Allées	17310	Saint-Pierre-d Oléron	France	La boîte à livres se trouve dans le hall de la Communauté de communes de l île d'Oléron, et est accessible uniquement aux heures d'ouverture.	boite-a-lire.com	45.9362436953986	-1.30361795425415
Avenue Jean de Vivonne	17600	Pisany	France	La boîte à livres est installée dans une ancienne cabine téléphonique face à la Poste.	boite-a-lire.com	45.7004510865268	-0.780474543571472
2bis rue rey loras	69250	neuville sur saone	France	entree du joli parc de loisirs 50metres à droite très facile à trouver	boite-a-lire.com	45.8791822	4.8380001
Le Bois d Amour Bd de l'Océan	56750	DAMGAN	France	Il s'agit d'une cabine à livres. Bleue et blanche	boite-a-lire.com	47.4761666	-3.1042668
Terrain de loisirs	07100	boulieu les annonay	France	Bien fournie	boite-a-lire.com	45.2699259042061	4.66928601264954
Place de la Fontaine	23800	La Celle-Dunoise	France	Boîte installée par la Municipalité depuis le 29 janvier 2018	boite-a-lire.com	46.30748	1.7704488
Ecole	69270	rochetaillee sur saone	France	Devant l'entrée de l'école sur la droite. Du choix de temps en  temps.	boite-a-lire.com	45.8405800281279	4.83514308929443
Place de la Gare	01500	AMBERIEU-EN-BUGEY	France	La boîte à livre se situe juste avant l entrée de la gare.	boite-a-lire.com	45.954267	5.3421035
2 Route de Grenoble	38690	CHABONS	France	Belle boite à livres bien fournie et protégée, devant le Vival 	boite-a-lire.com	45.4455275	5.4042861
route de grenoble	38690	CHABONS	France	Belle boite à livres bien fournie et protégée, devant le Vival de Chabons	boite-a-lire.com	45.4432790550331	5.42283654212952
chemin du port	73170	Yenne	France	dans le parc prés de la bibliothèque. Réalisée par l équipe de la bibliothèque de Yenne dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard	boite-a-lire.com	45.704916	5.757638
route de Lucey	73170	Yenne	France	prés de la salle des fêtes, en face de la maison de la Dent du Chat. Réalisée par l équipe de la bibliothèque de Yenne dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard	boite-a-lire.com	45.7053847	5.7597985
540 avenue de la gare	73520	St Beron	France	devant la Mairie et la bibliothèque. Réalisée par l équipe de la bibliothèque dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard	boite-a-lire.com	45.5034685	5.731746
rue du chef lieu	73330	Domessin	France	Prés de la mairie, devant l ecole. Réalisée par l'équipe de la bibliothèque de Domessin dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard	boite-a-lire.com	45.5385494787181	5.70887804031372
chef lieu	73170	Meyrieux Trouet	France	Devant la Mairie et la Bibliothèque. Réalisée par l équipe de la bibliothèque dans le cadre d'un projet mené par le syndicat mixte de l'Avant Pays Savoyard	boite-a-lire.com	45.643406	5.7806191
Maison de la Culture et des Loisirs	86270	LA ROCHE-POSAY	France	Construite par le chantier d'insertion intercommunal et peinte par le secteur jeunes de la MCL, elle située dans le jardin de la MCL et fonctionne très bien	boite-a-lire.com	46.7881387	0.8086805
Place de la gare	78400	Chatou	France	Grande Boîte à livre en bois	boite-a-lire.com	48.8854968	2.1552543
Rue François leaubeuf	78400	Chatou	France	Boîte à lire en façade de maison	boite-a-lire.com	48.8923708	2.1553414
Rue auguste renoir	78400	Chatou	France	Boîte à lire dans le parc	boite-a-lire.com	48.9014938040668	2.16266512870789
Rue des marolles	78400	Chatou	France	Boîte à lire enfant à la sortie de l école	boite-a-lire.com	48.8998187691413	2.1599668264389
VIVAL Cormaranche en Bugey	01110	CORMARANCHE	France	devant le magasin, ouvert sur la rue	boite-a-lire.com	45.9508677	5.6115398
superette Champdor	01110	CHAMPDOR	France	Dans la supérette, un accueil formidable, une vendeuse super. LE RELAI DU CHATEAU	boite-a-lire.com	46.0178317	5.5955523
98 Rue Fontenay	94300	Vincennes	France	A l'accueil de la médiatheque	boite-a-lire.com	48.8485654	2.4391001
Bd André Aubert	22100	Dinan	France	Devant l entrée de la maison des associations	boite-a-lire.com	48.4625383	-2.0445306
Place Saint Pierre	64400	Oloron Sainte Marie	France	En haut de la place	boite-a-lire.com	43.188465	-0.604933
D238	64400	Oloron soeix	France	Derrière l arrêt de bus	boite-a-lire.com	43.1680907	-0.5930328
rue de la testoniere	13010	marseille	France		boite-a-lire.com	43.2869988	5.404385
parc des Varennes	37230	Luynes	France		boite-a-lire.com	47.384882	0.554293
112 Rue henri Barbusse	80130	Friville-Escarbotin	France	L association Cap horizon est fier d'avoir créé sa boite à lire afin de pérenniser le contact et l'échange intergénérationnel.	boite-a-lire.com	50.0852406	1.5438734
13 rue de Pouldreuzic	29700	Pluguffan	France	Devant l accès au cabinet dentaire	boite-a-lire.com	47.979705	-4.1823056
Gare SNCF	62000	ARRAS	France	La boîte se trouve dans le hall de la gare	boite-a-lire.com	50.2869342	2.78139
6 rue des Aravis	74000	ANNECY	France	Très belle boîte à lire dans une cabine téléphonique, située à côté de l école primaire de la plaine.	boite-a-lire.com	45.9135566	6.1325021
La Cali	54140	JARVILLE	France	Sur la place prêt du feu rouge en face de la ludothèque	boite-a-lire.com	48.6728006	6.2085018
route de pontivy	22320	Corlay	France	La boite à lire se situe dans la maison du developpement de Corlay. Juste devant l entrée de la bibliothèque	boite-a-lire.com	48.3119336	-3.0495228
Place du 8 mais 1945	37220	Parçay sur Vienne	France	En face de la mairie, dans l abri de bus	boite-a-lire.com	47.1045855	0.477577
Rue grande rue	77141	Vaudoy-en-brie	France	En face de la mairie	boite-a-lire.com	48.6882827	3.0757225
40 Rue de la Mairie	01260	RUFFIEU	France	Une table de fortune sous le porche d une maison, en face presque de la mairie, à côté de la fontaine	boite-a-lire.com	45.9948588	5.6628383
125 Rue Principale	01110	BRENOD	France	La table des livres voyageurs. Superbe endroit accessible et gratuit dans la mairie	boite-a-lire.com	46.0593554	5.6055598
rue centrale	01230	EVOSGES	France	cabine téléphonique rouge au bord de la rue principale direction Aranc	boite-a-lire.com	45.917072	5.5097535
Longecombe	01110	LONGECOMBE	France	ancienne cabine téléphonique sous le lavoir. espace magnifique et très agréable.	boite-a-lire.com	45.949685	5.550732
Rue de la croix Périe	18200	La perche	France	Petite boite rouge sous un abris de bus	boite-a-lire.com	46.6428609	2.5709107
2 avenue Antoine Mazier	22000	SAINT-BRIEUC	France	La boîte à lire est située dans le hall d accueil du bâtiment B	boite-a-lire.com	48.5126425	-2.7413206
55 rue Joannès Vallet	69200	Vénissieux	France		boite-a-lire.com	45.7116073	4.8855022
Arènes Marcel Dangou 	40230	Saint Vincent de Tyrosse	France	A l angle de l'avenue nationale et de l'avenue du parc, juste à côté des Arènes se trouve une ancienne cabine téléphonique reconvertie en boite à lire	boite-a-lire.com	43.6588656	-1.3091459
Parking métro 4 cantons	59650	Villeneuve d Ascq	France	Pratique de pouvoir prendre un livre avant de prendre le métro !	boite-a-lire.com	50.6053943	3.1389991
2 place du marché	97300	cayenne	France	La boîte à lire se situe à l Alliance française de Cayenne. Ouverte à tous aux heures d'ouverture de l'Alliance.	boite-a-lire.com	4.9363102	-52.3341934
Rue de la Paix	44600	Saint-Nazaire	France	A côté du Pop Art Café	boite-a-lire.com	47.2767323420735	-2.21093416213989
Place Victor Hugo	83310	Cogolin	France		boite-a-lire.com	43.2504899	6.5344369
Place DR Gigante	43250	Sainte-Florine	France	Dans l ancienne cabine téléphonique	boite-a-lire.com	45.4051920490576	3.31811249256134
1 Rue de la Gare	50200	Coutances	France	En face de l école primaire par rapport à la route.	boite-a-lire.com	49.0391031	-1.4447641
place Clémenceau	83690	SALERNES	France	une belle façon de recycler les cabines téléphoniques	boite-a-lire.com	43.5629925	6.232792
Place Max Lejeune	80100	Abbeville	France	Sous le porche de la mairie d Abbeville. 	boite-a-lire.com	50.105954441322	1.83391213417053
93 Rue du Bois des Sapins	62180	Rang du Fliers	France	Sur le parking de la salle E. Piaf. Cabine anglaise comme à l office du Tourisme. Bonne lecture aux Mordus	boite-a-lire.com	50.4183151	1.6338771
place du prud homme	78120	RAMBOUILLET	France	cette boite se trouve juste devant la gare de Rambouillet côté prudhomme	boite-a-lire.com	48.6438899	1.8307248
Place viollet le duc	85000	La Roche Sur Yon	France	A coté de la fontaine	boite-a-lire.com	46.6539948570451	-1.42708539962769
80 route de Paris	33910	Saint Denis de pile	France	Boîte à lire qui se situe sur le parking de la Recyclerie.Accessible à toutes heures.	boite-a-lire.com	44.9904787	-0.207209
rue de la sente aux veneurs	45000	Orléans	France	boite à lire installée par un particulier juste devant sa maison	boite-a-lire.com	47.9252298	1.9328945
 64 Rue des Merisiers	49330	Marigné	France	Un frigo en guise de boîte à livres, une belle initiatives de la bibliothèque de Marigné!	boite-a-lire.com	47.7104142	-0.5627044
quai rive gauche	76000	Rouen	France	En bas des marches sur le nouvel aménagement des quais de Rouen rive gauche	boite-a-lire.com	49.4429425	1.0749409
